osm_id;roof:shape;roof:material
521567009;flat;concrete
521567011;flat;concrete
521567012;flat;concrete
521567013;flat;
521567014;;metal
521567016;hipped;metal
521567017;;metal
521567018;;metal
521567023;;metal
521567024;;metal
521567026;flat;metal
521567027;;metal
521567029;;metal
521556372;flat;
521556383;;metal
521556717;flat;concrete
521556934;flat;
521557497;flat;metal
521557588;flat;
521558189;hipped;metal
521558191;;metal
521558192;;metal
521558193;;metal
521558195;;metal
521558199;;metal
521558201;;metal
521558202;hipped;metal
521558203;hipped;metal
521558204;flat;metal
521558205;flat;roof_tiles
521558207;hipped;
521558208;;metal
521558213;hipped;metal
521558214;;metal
521559373;;metal
521559375;;metal
521559376;;metal
521559378;;metal
521559380;;metal
521559381;;metal
521559383;;metal
521559385;;metal
521559386;flat;concrete
521559388;flat;concrete
521559389;flat;concrete
521559391;flat;
521559393;;concrete
521559404;flat;
521559407;;metal
521559410;;concrete
521559414;flat;metal
521559840;flat;metal
521559891;;metal
521560042;flat;metal
521560308;;metal
521560967;;roof_tiles
521561765;;metal
521561766;;metal
521561767;hipped;metal
521561768;;metal
521561769;hipped;roof_tiles
521561770;;metal
521561771;hipped;metal
521561772;;metal
521561773;;metal
521561774;hipped;metal
521561778;hipped;roof_tiles
521561780;flat;
521561782;hipped;metal
521561784;hipped;metal
521561785;flat;concrete
521561793;hipped;roof_tiles
521561921;hipped;roof_tiles
521562007;;metal
521562009;;metal
521562011;;metal
521562013;;metal
521562016;hipped;roof_tiles
521562018;;metal
521562020;;metal
521562021;flat;concrete
521562022;;metal
521562023;hipped;roof_tiles
521562024;flat;concrete
521562025;;metal
521562026;flat;concrete
521562027;hipped;metal
521562029;hipped;roof_tiles
521562030;hipped;roof_tiles
521562031;hipped;metal
521562032;hipped;roof_tiles
521562033;;roof_tiles
521562034;flat;concrete
521562035;hipped;metal
521562036;flat;concrete
521562037;hipped;roof_tiles
521562038;flat;concrete
521562039;flat;concrete
521562040;hipped;roof_tiles
521562041;;metal
521567030;;metal
521567031;hipped;metal
521567250;flat;metal
521567251;flat;metal
521567277;flat;concrete
521567995;;metal
521567996;;metal
521567997;;metal
521567999;flat;concrete
521568000;;metal
521568001;flat;roof_tiles
521568002;hipped;metal
521568003;flat;roof_tiles
521568332;flat;metal
521568377;hipped;metal
521568382;flat;
521568383;flat;concrete
521568384;;metal
521568385;;metal
521568387;;metal
521568389;hipped;
521568391;;metal
521568394;flat;concrete
521568395;flat;concrete
521568397;;metal
521568399;hipped;metal
521568401;hipped;roof_tiles
521568407;hipped;
521568409;flat;metal
521568411;hipped;metal
521568413;hipped;roof_tiles
521568415;hipped;roof_tiles
521568416;hipped;roof_tiles
521568418;hipped;roof_tiles
521568420;hipped;
521568422;hipped;
521568424;;metal
521562332;flat;concrete
521562335;flat;
521562336;;metal
521562339;;metal
521562340;hipped;metal
521562342;;metal
521562343;;metal
521562344;;metal
521562345;flat;concrete
521562346;;metal
521562348;hipped;metal
521562349;;metal
521562353;hipped;metal
521562377;flat;
521562463;;metal
521562464;;concrete
521562465;;metal
521562466;flat;concrete
521562467;flat;concrete
521562468;;metal
521562469;;metal
521562470;;metal
521562471;flat;concrete
521562473;flat;
521562474;flat;concrete
521562489;flat;concrete
521562543;;concrete
521562554;flat;concrete
521562555;flat;concrete
521562556;flat;concrete
521562557;;metal
521562559;;metal
521562561;hipped;roof_tiles
521562572;hipped;roof_tiles
521562653;hipped;roof_tiles
521561108;hipped;
521561109;;metal
521561110;hipped;
521561111;;metal
521561112;hipped;metal
521561114;hipped;metal
521561116;flat;
521561119;flat;
521561294;flat;concrete
521561304;flat;concrete
521561305;;metal
521561306;;metal
521561307;;metal
521561308;;metal
521561315;hipped;metal
521561444;hipped;
521561458;hipped;metal
521561509;;metal
521561511;flat;concrete
521561512;hipped;concrete
521561514;flat;concrete
521561519;flat;concrete
521561684;;metal
521561685;flat;metal
521561686;hipped;roof_tiles
521561745;hipped;
521561754;;metal
521564262;flat;concrete
521564264;flat;metal
521564265;flat;concrete
521564267;;metal
521564273;hipped;roof_tiles
521564305;hipped;metal
521564337;flat;concrete
521564338;;metal
521564339;flat;concrete
521564340;;concrete
521564341;flat;concrete
521568427;hipped;metal
521568429;;metal
521568433;;metal
521568435;;metal
521568437;flat;concrete
521568439;hipped;metal
521568441;hipped;metal
521574302;;metal
521574303;flat;metal
521574305;;metal
521574306;flat;metal
521574307;hipped;metal
521574527;hipped;metal
521574841;flat;concrete
521574842;flat;concrete
521574848;flat;concrete
521574854;flat;metal
521574855;;metal
521574856;;metal
521574857;flat;metal
521574858;;metal
521574859;hipped;
521574860;flat;concrete
521574861;hipped;metal
521574863;flat;metal
521574865;flat;metal
521574866;flat;metal
521574867;flat;metal
521574868;flat;metal
521574869;flat;metal
521574870;flat;metal
521574871;flat;metal
521574872;flat;metal
521574963;flat;concrete
521574964;flat;concrete
521575767;flat;metal
521575768;;metal
521575769;flat;concrete
521575771;hipped;metal
521575773;hipped;metal
521575775;;metal
521562042;;metal
521562043;;metal
521562047;hipped;roof_tiles
521562107;flat;concrete
521562119;;metal
521562128;hipped;roof_tiles
521562199;flat;concrete
521562208;;concrete
521562210;;concrete
521562225;;metal
521562226;;concrete
521562227;flat;concrete
521562228;flat;concrete
521562229;flat;metal
521562230;;concrete
521562232;flat;metal
521562234;;metal
521562241;;metal
521562243;;metal
521562244;flat;concrete
521562245;hipped;roof_tiles
521562246;hipped;metal
521562247;;metal
521562249;;metal
521562254;flat;concrete
521562255;;metal
521562256;;metal
521562257;;metal
521562259;;metal
521562260;flat;concrete
521562261;flat;metal
521562262;;metal
521562264;;metal
521562265;;metal
521562266;flat;
521562267;;metal
521562268;;metal
521562269;flat;metal
521562773;hipped;roof_tiles
521562804;hipped;roof_tiles
521562850;hipped;roof_tiles
521562853;;metal
521562859;hipped;roof_tiles
521563456;;metal
521563464;;metal
521563465;;concrete
521563467;;metal
521563468;flat;concrete
521563470;hipped;metal
521563473;flat;
521563474;hipped;roof_tiles
521563476;;metal
521563590;;metal
521563839;;metal
521563841;;metal
521563844;flat;concrete
521563845;;metal
521563846;;metal
521563847;hipped;metal
521563848;flat;metal
521563849;hipped;metal
521563850;hipped;metal
521563851;flat;concrete
521563852;hipped;metal
521563854;;metal
521563855;;metal
521563856;hipped;
521563857;flat;metal
521563858;flat;
521563859;;metal
521563860;flat;concrete
521563861;hipped;roof_tiles
521563862;hipped;roof_tiles
521563863;hipped;
521563864;hipped;metal
521563865;hipped;metal
521563866;hipped;metal
521563868;;metal
521563870;;metal
521563871;;metal
521563873;;metal
521563874;;metal
521563876;hipped;roof_tiles
521563878;hipped;
521563879;hipped;roof_tiles
521563880;flat;concrete
521563881;hipped;
521563884;;metal
521563886;;metal
521563887;;metal
521563888;flat;concrete
521564242;flat;concrete
521564243;flat;metal
521564244;;concrete
521564246;;metal
521564247;flat;concrete
521564249;;metal
521564252;flat;concrete
521564253;;concrete
521564254;;metal
521564255;hipped;roof_tiles
521564257;;concrete
521564258;;concrete
521564259;;concrete
521564260;flat;concrete
521564261;flat;concrete
521569432;flat;metal
521569433;flat;metal
521569434;hipped;metal
521569437;hipped;roof_tiles
521569438;hipped;
521562272;;metal
521562274;;concrete
521562275;flat;concrete
521562276;hipped;concrete
521562277;hipped;metal
521562278;;metal
521562279;flat;metal
521562282;hipped;metal
521562283;hipped;metal
521562284;;metal
521562285;hipped;metal
521562286;flat;concrete
521562287;flat;concrete
521562288;flat;concrete
521562289;hipped;metal
521562290;hipped;metal
521562291;;concrete
521562293;;concrete
521562294;hipped;concrete
521562295;;metal
521562296;;metal
521562298;;metal
521562299;;metal
521562300;flat;concrete
521562301;;metal
521562302;;metal
521562303;;metal
521562304;;metal
521562305;;metal
521562306;;metal
521562307;;concrete
521562308;;concrete
521562309;flat;metal
521562310;;metal
521562311;;metal
521562312;;metal
521568443;hipped;metal
521568444;flat;concrete
521564342;flat;
521564343;;concrete
521564346;;metal
521564348;;metal
521564349;flat;metal
521564350;flat;metal
521564352;;metal
521564354;;metal
521564355;;metal
521564356;;metal
521564419;;concrete
521564420;flat;
521564524;;metal
521564543;hipped;
521564544;;roof_tiles
521564548;flat;concrete
521564578;hipped;metal
521564581;;metal
521564802;flat;concrete
521564998;flat;concrete
521565386;;metal
521565387;flat;concrete
521565388;;metal
521565389;hipped;metal
521565390;hipped;
521565392;;metal
521565393;hipped;roof_tiles
521565394;;concrete
521565395;flat;concrete
521565396;;roof_tiles
521565397;flat;concrete
521565400;;concrete
521565401;flat;
521565402;;metal
521565404;flat;concrete
521565415;hipped;metal
521565416;hipped;metal
521565417;hipped;metal
521565421;hipped;metal
521565422;hipped;metal
521565423;flat;concrete
521569439;flat;concrete
521569440;hipped;metal
521569441;hipped;
521569442;hipped;
521569443;;metal
521569444;;metal
521569535;;metal
521569932;hipped;metal
521569933;;metal
521570377;hipped;
521570378;hipped;
521570379;hipped;
521570380;hipped;
521570381;hipped;
521570382;hipped;
521570383;flat;concrete
521570384;hipped;
521570916;hipped;metal
521570917;;metal
521570918;;metal
521570920;;metal
521570921;;metal
521570922;;metal
521570923;;metal
521570924;hipped;metal
521570925;;metal
521570926;flat;concrete
521570927;;metal
521570928;;metal
521570929;;metal
521570930;hipped;
521570931;;metal
521570932;;metal
521570933;;metal
521570934;;metal
521570935;hipped;roof_tiles
521570936;;metal
521570937;flat;metal
521570938;flat;metal
521570939;hipped;metal
521570940;;metal
521570941;;metal
521575777;flat;metal
521575779;flat;metal
521575781;flat;concrete
521575783;flat;concrete
521575785;flat;concrete
521575787;hipped;metal
521575789;;metal
521575791;hipped;metal
521575792;hipped;metal
521575793;hipped;metal
521575794;flat;concrete
521575795;;metal
521575796;flat;concrete
521575797;flat;metal
521575798;flat;metal
521575799;flat;metal
521575800;;metal
521575801;flat;metal
521575802;hipped;metal
521575803;;metal
521575804;hipped;metal
521575805;;metal
521575806;hipped;metal
521575807;;metal
521575809;flat;metal
521575811;;metal
521575812;;metal
521575814;;metal
521575817;flat;concrete
521575819;flat;concrete
521575821;;metal
521575858;;metal
521575859;flat;metal
521575860;hipped;
521575861;;concrete
521575863;flat;concrete
521575864;;metal
521575869;flat;concrete
521575927;;metal
521575934;;metal
521575938;;metal
521575939;;metal
521569069;;metal
521565424;flat;concrete
521565425;flat;concrete
521565519;flat;concrete
521565521;hipped;metal
521565522;;metal
521565523;;metal
521565524;;metal
521565525;;metal
521565526;;metal
521565527;flat;metal
521565528;flat;concrete
521565529;hipped;metal
521565530;;metal
521565531;flat;metal
521565532;flat;metal
521565533;;metal
521565534;;metal
521565535;;metal
521565536;;metal
521565538;;metal
521565540;;metal
521565541;;metal
521565542;flat;
521565543;hipped;
521565545;flat;metal
521565546;;metal
521565547;flat;concrete
521565548;;metal
521565554;flat;concrete
521565555;hipped;metal
521565557;flat;concrete
521565561;flat;concrete
521565562;;metal
521565563;flat;concrete
521565564;flat;concrete
521565565;;metal
521565566;;metal
521565567;flat;concrete
521565700;hipped;concrete
521565701;;concrete
521565702;hipped;metal
521565703;;metal
521565704;flat;metal
521568446;flat;concrete
521568447;;metal
521568448;;metal
521568449;hipped;metal
521568451;;metal
521568452;;metal
521568454;flat;concrete
521568455;;metal
521568456;hipped;metal
521568457;;concrete
521568458;;metal
521568459;;metal
521568460;flat;metal
521568461;;metal
521568462;flat;concrete
521568463;flat;concrete
521568464;;metal
521568465;hipped;metal
521568466;;metal
521568467;hipped;metal
521568468;hipped;metal
521568469;hipped;metal
521568470;;metal
521568471;hipped;metal
521568472;;metal
521568473;;metal
521568474;;metal
521568476;;metal
521568477;hipped;metal
521568478;hipped;metal
521568479;;metal
521568480;hipped;metal
521568506;flat;concrete
521568573;flat;metal
521568647;flat;metal
521569057;;metal
521569058;flat;metal
521569060;;metal
521569064;;metal
521569066;flat;concrete
521569067;flat;metal
521570942;;metal
521570943;flat;metal
521570944;;metal
521570945;flat;metal
521571127;;metal
521571128;;metal
521571129;;metal
521571130;;metal
521571131;;metal
521571132;hipped;metal
521571135;;metal
521571136;;metal
521571138;hipped;metal
521571139;;metal
521571140;hipped;concrete
521571141;hipped;metal
521571142;;metal
521571143;;metal
521571144;;metal
521571145;hipped;metal
521571146;;metal
521571147;;metal
521571148;hipped;metal
521571149;;metal
521571150;;metal
521571151;hipped;metal
521571152;hipped;metal
521571153;;metal
521571154;;metal
521571155;flat;concrete
521571156;flat;concrete
521571157;;concrete
521571158;hipped;metal
521571160;;metal
521571162;hipped;metal
521571164;;metal
521571166;hipped;metal
521571167;;metal
521571169;;metal
521571170;flat;metal
521571171;;metal
521571172;;metal
521571173;;metal
521576449;flat;concrete
521577897;hipped;concrete
521578086;hipped;roof_tiles
521578089;hipped;roof_tiles
521578091;hipped;roof_tiles
521578093;flat;concrete
521578097;flat;metal
521578099;;concrete
521578100;;concrete
521578104;hipped;
521578106;flat;metal
521578107;hipped;roof_tiles
521578111;;roof_tiles
521578112;;roof_tiles
521578114;;roof_tiles
521578116;;roof_tiles
521578119;;roof_tiles
521578121;hipped;roof_tiles
521578122;hipped;roof_tiles
521578123;hipped;
521578124;hipped;roof_tiles
521578126;hipped;
521578128;;roof_tiles
521578129;;roof_tiles
521578130;;roof_tiles
521578131;hipped;roof_tiles
521578133;hipped;roof_tiles
521578134;hipped;roof_tiles
521578136;;roof_tiles
521578138;flat;roof_tiles
521578140;;roof_tiles
521578142;;roof_tiles
521578143;;roof_tiles
521578144;;roof_tiles
521578145;flat;concrete
521578147;;concrete
521578148;;concrete
521578149;hipped;
521578150;hipped;roof_tiles
521578151;hipped;roof_tiles
521578152;hipped;roof_tiles
521578153;hipped;roof_tiles
521578154;hipped;roof_tiles
521578155;hipped;roof_tiles
521578156;hipped;roof_tiles
521578157;flat;
521583085;hipped;roof_tiles
521583086;hipped;roof_tiles
521583087;;roof_tiles
521583088;;roof_tiles
521583089;hipped;roof_tiles
521583090;hipped;roof_tiles
521583091;hipped;roof_tiles
521583092;hipped;roof_tiles
521583093;hipped;roof_tiles
521583094;hipped;roof_tiles
521583095;hipped;roof_tiles
521583096;hipped;roof_tiles
521583097;hipped;roof_tiles
521583098;hipped;roof_tiles
521583099;hipped;roof_tiles
521583100;;concrete
521583101;;concrete
521583108;hipped;
521583109;hipped;
521583110;hipped;
521583111;hipped;
521583112;hipped;
521583113;hipped;
521583114;hipped;metal
521583115;hipped;
521583117;hipped;
521569070;;metal
521569072;;metal
521569078;flat;concrete
521569080;;metal
521569082;;metal
521569086;flat;concrete
521569087;flat;concrete
521569089;;metal
521569090;;metal
521569092;;metal
521569094;flat;concrete
521569095;;metal
521569096;;metal
521569097;;metal
521569099;flat;metal
521569100;;metal
521569101;;metal
521569102;flat;metal
521569103;;metal
521569105;flat;metal
521569106;flat;metal
521569107;;metal
521569109;;metal
521569110;;metal
521569111;flat;metal
521569112;;metal
521569114;;metal
521569116;flat;concrete
521569138;hipped;metal
521569139;hipped;
521569140;hipped;
521569141;flat;roof_tiles
521569142;flat;concrete
521569143;;metal
521569144;;metal
521569145;;metal
521569146;hipped;
521583119;hipped;
521571174;;metal
521571175;hipped;metal
521571176;flat;concrete
521571177;;metal
521571179;hipped;metal
521571180;hipped;metal
521571181;hipped;metal
521571711;hipped;roof_tiles
521571719;;metal
521571720;;metal
521571722;;metal
521571723;;metal
521571725;;metal
521571726;;metal
521571727;;metal
521571728;;metal
521571729;flat;concrete
521571731;flat;concrete
521571732;flat;metal
521571733;;metal
521573370;;metal
521573392;;metal
521573419;flat;concrete
521573502;flat;metal
521573509;;metal
521573764;flat;concrete
521573765;hipped;
521573878;;metal
521574291;hipped;metal
521574292;hipped;metal
521574293;;metal
521574294;;metal
521574295;;metal
521574296;;metal
521574297;;metal
521574298;;metal
521574300;;metal
521587235;;metal
521587241;;metal
521587245;;concrete
521587247;;concrete
521565706;flat;concrete
521565707;;concrete
521565708;flat;concrete
521565709;flat;concrete
521565710;;metal
521565713;hipped;metal
521565770;flat;concrete
521565771;flat;concrete
521565772;flat;
521565773;flat;concrete
521565775;hipped;
521565776;flat;concrete
521565777;hipped;
521565779;flat;concrete
521565783;flat;concrete
521565791;;metal
521565795;flat;metal
521565796;flat;metal
521565797;;metal
521565799;flat;metal
521565801;hipped;metal
521565806;;metal
521565807;hipped;metal
521565808;;concrete
521565809;flat;concrete
521565812;hipped;
521565817;flat;metal
521565823;;metal
521578743;flat;metal
521578744;;metal
521578745;flat;concrete
521578835;;metal
521578836;;metal
521578837;flat;concrete
521578838;;metal
521578839;;metal
521578841;;metal
521578842;;metal
521578843;;metal
521578844;;metal
521578845;;metal
521569147;;metal
521569148;;metal
521569149;hipped;
521569151;;metal
521569152;;metal
521569153;flat;metal
521569154;;metal
521569155;hipped;roof_tiles
521569156;;metal
521569157;;metal
521569158;hipped;
521569159;hipped;
521569160;;metal
521569161;hipped;
521569163;;metal
521569164;;metal
521569165;;metal
521569166;;metal
521569172;hipped;metal
521569407;hipped;
521569408;hipped;metal
521569409;hipped;metal
521569410;hipped;
521569411;flat;metal
521569412;hipped;roof_tiles
521569416;;concrete
521569418;hipped;roof_tiles
521569419;flat;
521569421;hipped;roof_tiles
521569422;hipped;roof_tiles
521569423;hipped;
521569424;hipped;
521569425;flat;concrete
521569426;flat;concrete
521569427;flat;metal
521569430;hipped;roof_tiles
521569431;hipped;
521580983;;metal
521580984;flat;metal
521580985;;metal
521580986;;metal
521580987;;metal
521580988;;concrete
521580989;;metal
521580990;;metal
521580991;hipped;metal
521580993;flat;metal
521580994;;metal
521580995;;metal
521580997;flat;metal
521580998;flat;metal
521580999;;metal
521581000;;metal
521581008;;concrete
521581009;;metal
521581010;flat;concrete
521581046;flat;roof_tiles
521581047;flat;concrete
521581048;flat;concrete
521581367;;metal
521581368;;metal
521581369;;concrete
521581370;;metal
521581371;;metal
521581372;;metal
521581373;;metal
521581374;;metal
521581375;;metal
521581376;;metal
521581377;;metal
521581378;;metal
521581379;;metal
521581380;;metal
521581381;;metal
521581382;;metal
521583126;hipped;
521583127;hipped;
521583128;hipped;
521583129;;concrete
521583130;hipped;roof_tiles
521583148;;concrete
521583149;;metal
521583150;;metal
521583151;;concrete
521583153;;metal
521583154;;metal
521583155;;metal
521583156;;metal
521583157;flat;concrete
521583158;flat;
521583159;;metal
521583160;;metal
521583161;;metal
521583162;;concrete
521583163;;metal
521583164;;roof_tiles
521583165;;metal
521583166;flat;concrete
521583170;;metal
521583171;;metal
521583172;;roof_tiles
521583173;;roof_tiles
521583174;;roof_tiles
521583175;;roof_tiles
521583177;;metal
521583178;flat;metal
521583179;hipped;metal
521583180;flat;metal
521583181;;metal
521583182;;metal
521583183;;metal
521583185;flat;metal
521583191;;metal
521583194;flat;metal
521583195;;metal
521583196;;metal
521583197;;metal
521578848;;metal
521578849;;metal
521578850;;metal
521578851;;metal
521578852;flat;metal
521578853;;metal
521578854;;metal
521578855;flat;metal
521578856;;metal
521578857;hipped;concrete
521578858;flat;concrete
521578859;flat;metal
521578860;flat;concrete
521578861;flat;metal
521578862;hipped;metal
521578863;flat;metal
521578864;;metal
521578865;;metal
521578866;;metal
521578867;;metal
521578868;;metal
521578869;flat;metal
521578871;;metal
521578872;hipped;metal
521578873;flat;metal
521578874;;metal
521578875;;metal
521578876;;metal
521578877;;metal
521578879;flat;metal
521578880;;metal
521578881;flat;metal
521578882;;metal
521578883;flat;metal
521578884;;metal
521579435;flat;
521579716;flat;concrete
521579718;hipped;metal
521579720;;concrete
521579722;hipped;metal
521583198;flat;metal
521583199;flat;concrete
521583200;flat;concrete
521583201;hipped;roof_tiles
521583202;;metal
521583203;;metal
521583204;hipped;metal
521583205;hipped;metal
521583206;flat;metal
521583207;flat;metal
521583208;;metal
521583210;flat;concrete
521583211;;concrete
521583213;;metal
521583214;flat;metal
521583215;flat;metal
521583216;flat;metal
521583217;flat;metal
521583224;;metal
521584075;flat;
521584076;;metal
521584079;;concrete
521584081;;metal
521584082;flat;
521584083;flat;
521584084;flat;concrete
521584085;flat;metal
521584086;flat;metal
521587189;;concrete
521587191;;metal
521587193;;metal
521587195;flat;concrete
521587197;flat;concrete
521587199;flat;concrete
521587201;;metal
521587202;;metal
521587207;hipped;roof_tiles
521587209;;metal
521587213;hipped;metal
521587215;;concrete
521587217;flat;concrete
521587219;hipped;
521579727;hipped;roof_tiles
521579730;hipped;roof_tiles
521579732;hipped;roof_tiles
521579734;hipped;
521579737;hipped;roof_tiles
521579892;hipped;roof_tiles
521579898;;roof_tiles
521579899;;roof_tiles
521579900;hipped;roof_tiles
521579901;hipped;roof_tiles
521579902;hipped;roof_tiles
521579903;hipped;roof_tiles
521579904;hipped;roof_tiles
521579905;hipped;roof_tiles
521579906;hipped;roof_tiles
521579907;;metal
521579908;hipped;metal
521579909;hipped;metal
521579910;hipped;metal
521579911;flat;metal
521579912;hipped;concrete
521579913;hipped;roof_tiles
521579914;hipped;roof_tiles
521579915;hipped;roof_tiles
521579917;hipped;roof_tiles
521579918;hipped;roof_tiles
521579920;hipped;
521579923;hipped;metal
521579936;hipped;
521579937;hipped;
521579938;hipped;
521587221;hipped;
521587224;hipped;metal
521587226;hipped;
521587231;;concrete
521592977;hipped;
521592979;flat;concrete
521592980;flat;concrete
521592981;flat;concrete
521593353;flat;concrete
521593354;;metal
521594470;hipped;metal
521594472;hipped;
521594474;flat;concrete
521594475;;metal
521594476;;metal
521594477;flat;concrete
521594478;;metal
521594479;;metal
521594480;;metal
521594481;flat;concrete
521594482;;metal
521594483;;metal
521594484;hipped;
521594485;;roof_tiles
521594811;;metal
521594812;hipped;
521594813;;metal
521594815;;metal
521594816;;metal
521594817;hipped;metal
521594820;;concrete
521594821;;metal
521594825;flat;
521594826;;metal
521594829;flat;metal
521592011;;metal
521587249;;concrete
521587251;;concrete
521587253;;concrete
521587311;flat;concrete
521587465;;metal
521587470;;concrete
521587471;;concrete
521587472;flat;metal
521587490;;metal
521587570;hipped;metal
521587914;hipped;
521587941;hipped;
521587943;flat;metal
521587944;flat;metal
521587945;flat;concrete
521587946;;metal
521587947;flat;
521587949;flat;metal
521587950;flat;metal
521587951;flat;metal
521587952;flat;
521587953;;metal
521587954;;metal
521588105;hipped;
521588222;hipped;
521588457;;metal
521588488;hipped;
521588489;;concrete
521588490;hipped;
521588494;hipped;metal
521588498;hipped;
521588504;flat;concrete
521588507;flat;concrete
521588508;flat;metal
521588509;flat;
521588510;hipped;
521588511;hipped;
521579939;hipped;
521579940;hipped;
521579952;hipped;
521579954;hipped;roof_tiles
521579955;hipped;roof_tiles
521579956;hipped;roof_tiles
521579957;hipped;roof_tiles
521579958;hipped;roof_tiles
521579959;hipped;roof_tiles
521580643;hipped;metal
521580710;hipped;metal
521580712;flat;metal
521580716;flat;metal
521580721;flat;concrete
521580744;flat;concrete
521580749;flat;concrete
521580759;flat;metal
521580760;;metal
521580763;flat;metal
521580765;;metal
521580768;flat;metal
521580769;;metal
521580770;flat;metal
521580773;flat;metal
521580775;;metal
521580781;flat;
521580788;;metal
521580790;hipped;metal
521580792;flat;concrete
521580796;flat;concrete
521580797;;concrete
521580802;;metal
521580804;;metal
521580808;flat;concrete
521580813;;metal
521580821;flat;metal
521588512;hipped;
521588514;hipped;
521588515;;metal
521588516;;metal
521588518;hipped;concrete
521588519;flat;concrete
521588520;flat;concrete
521588524;hipped;
521588525;hipped;
521588526;hipped;
521588527;flat;
521588529;hipped;
521588531;;metal
521588631;hipped;
521588755;flat;concrete
521588891;flat;
521588908;hipped;
521589074;hipped;
521589370;flat;metal
521589371;flat;concrete
521589375;;metal
521589608;;metal
521589856;flat;concrete
521589857;hipped;metal
521589858;hipped;metal
521589859;;metal
521589860;hipped;metal
521589863;hipped;
521589864;hipped;
521589866;hipped;metal
521589915;hipped;
521589916;hipped;
521580823;;metal
521580824;hipped;metal
521580825;hipped;metal
521591858;;metal
521591859;flat;concrete
521591860;flat;
521591861;flat;
521591862;flat;concrete
521591872;hipped;
521591949;;metal
521591950;;metal
521591951;;concrete
521591953;hipped;metal
521591954;flat;concrete
521591956;flat;concrete
521591958;flat;concrete
521591961;flat;concrete
521591962;flat;concrete
521591964;flat;concrete
521591965;flat;concrete
521591968;flat;concrete
521591969;;concrete
521591974;;metal
521591977;flat;metal
521591980;;metal
521591983;;metal
521591986;flat;concrete
521591989;flat;concrete
521591991;;metal
521591994;flat;concrete
521591995;flat;concrete
521591996;hipped;metal
521591997;flat;concrete
521591998;flat;concrete
521591999;flat;concrete
521592000;flat;concrete
521592005;;metal
521592006;flat;concrete
521592007;;metal
521592008;hipped;
521592009;flat;metal
521581947;;metal
521581948;flat;
521581949;flat;
521581952;;concrete
521581953;flat;concrete
521581954;flat;concrete
521581955;;concrete
521581956;flat;metal
521581957;flat;concrete
521581958;;metal
521581959;hipped;
521581960;;concrete
521581961;;metal
521581962;;metal
521581963;;concrete
521581965;flat;
521581966;;metal
521581968;;metal
521581970;hipped;metal
521581971;;metal
521581973;;concrete
521581974;;metal
521581975;;metal
521581978;;metal
521581979;;metal
521581980;;metal
521581981;;metal
521581982;flat;concrete
521581983;;metal
521581985;;metal
521581986;;concrete
521581987;;metal
521581988;flat;concrete
521581991;;metal
521581992;;metal
521581993;hipped;metal
521581994;;metal
521581995;;metal
521581996;flat;concrete
521581997;hipped;metal
521581998;flat;concrete
521589918;flat;
521589919;hipped;
521589920;hipped;
521589921;flat;concrete
521589922;;metal
521589928;;concrete
521589930;flat;metal
521589932;flat;concrete
521589933;;concrete
521589934;flat;concrete
521589935;flat;
521590542;hipped;metal
521590547;flat;concrete
521591039;flat;concrete
521591041;flat;metal
521591043;;metal
521591045;flat;metal
521591047;;metal
521591054;;metal
521591057;;metal
521591060;;metal
521591061;;metal
521591062;;metal
521591064;;metal
521591065;;metal
521591067;;metal
521591068;;metal
521591069;;metal
521591071;;metal
521591072;;metal
521591074;;metal
521591075;;metal
521591077;;metal
521591080;;metal
521591081;;metal
521591082;;metal
521591084;;metal
521591085;;metal
521581999;;metal
521582000;hipped;metal
521582002;flat;concrete
521582003;hipped;
521582776;;metal
521582777;flat;concrete
521582778;;metal
521582779;;metal
521582780;;metal
521582781;;metal
521582782;;metal
521582783;;metal
521582784;;metal
521582785;;metal
521582786;;metal
521582787;;metal
521582939;flat;
521582941;flat;metal
521582942;flat;metal
521582943;flat;metal
521582948;flat;metal
521583058;;roof_tiles
521583059;hipped;metal
521583060;hipped;metal
521583061;hipped;metal
521583062;hipped;roof_tiles
521583063;hipped;
521583065;hipped;roof_tiles
521583066;hipped;roof_tiles
521583067;hipped;roof_tiles
521583068;hipped;roof_tiles
521583069;hipped;roof_tiles
521583070;hipped;roof_tiles
521583071;hipped;roof_tiles
521583072;hipped;metal
521583073;hipped;metal
521583074;hipped;metal
521583075;;metal
521583076;hipped;metal
521583079;hipped;roof_tiles
521583080;hipped;
521583081;hipped;roof_tiles
521591087;;metal
521591088;;metal
521591090;;metal
521591091;;metal
521591093;;metal
521591094;;metal
521591096;;metal
521601276;hipped;metal
521601277;hipped;
521601281;;metal
521601282;flat;metal
521601283;;metal
521601284;;metal
521601285;;metal
521601287;;metal
521601288;flat;metal
521601289;flat;metal
521601292;;metal
521601293;;metal
521601296;;metal
521601297;flat;metal
521601298;flat;concrete
521601299;;metal
521601301;hipped;metal
521601302;;metal
521601303;;metal
521601557;hipped;metal
521602324;;metal
521602327;;concrete
521602757;hipped;
521602758;hipped;
521602759;flat;concrete
521602760;;concrete
521602761;;metal
521602762;flat;concrete
521602773;hipped;metal
521602774;flat;metal
521602777;flat;
521602781;;concrete
521603362;flat;
521603436;;metal
521594831;flat;concrete
521594833;flat;concrete
521594837;hipped;
521594838;;metal
521594844;;metal
521594883;flat;concrete
521594885;;metal
521594886;flat;concrete
521594887;flat;concrete
521594888;hipped;
521594889;flat;concrete
521595013;hipped;
