osm_id;roof:shape;roof:material
521367511;hipped;metal
521367512;;metal
521367513;hipped;roof_tiles
521367515;;roof_tiles
521367516;;metal
521367517;flat;
521367521;;metal
521367522;flat;concrete
521367523;flat;concrete
521367524;;metal
521367525;;metal
521367526;;metal
521367527;;metal
521367528;;concrete
521367530;hipped;metal
521367532;flat;concrete
521367534;;roof_tiles
521367538;hipped;metal
521367541;;metal
521367544;flat;roof_tiles
521367546;flat;metal
521367548;flat;
521367550;;metal
521367552;flat;metal
521367555;flat;concrete
521358109;hipped;roof_tiles
521356491;hipped;roof_tiles
521356494;hipped;roof_tiles
521356495;;metal
521356496;;metal
521356497;flat;metal
521356498;flat;metal
521356499;flat;metal
521356500;;roof_tiles
521356502;flat;
521356503;;metal
521356505;flat;metal
521356615;hipped;roof_tiles
521356616;flat;metal
521356617;flat;concrete
521356618;flat;concrete
521356619;flat;concrete
521356621;flat;concrete
521356623;;metal
521357099;flat;concrete
521357101;;metal
521357568;;roof_tiles
521357570;hipped;roof_tiles
521357571;flat;metal
521357575;flat;concrete
521357577;hipped;metal
521357579;flat;concrete
521357582;hipped;metal
521357584;flat;metal
521357586;;metal
521357588;;metal
521357590;flat;concrete
521357591;;roof_tiles
521358097;flat;concrete
521358100;flat;metal
521358103;hipped;concrete
521358106;hipped;roof_tiles
496272080;;metal
496272227;;metal
496272228;;metal
496272229;;metal
496272230;;metal
496272231;;metal
498200791;flat;concrete
515913607;;roof_tiles
521341763;hipped;roof_tiles
521350359;;metal
521350360;flat;concrete
521350362;flat;metal
521350364;;metal
521350366;flat;metal
521350367;flat;concrete
521350368;hipped;roof_tiles
521350371;hipped;roof_tiles
521350372;hipped;roof_tiles
521350374;hipped;roof_tiles
521351378;flat;
521351379;hipped;
521351380;flat;
521351381;hipped;metal
521351382;flat;concrete
521351385;flat;concrete
521351386;flat;concrete
521351387;hipped;metal
521351388;hipped;concrete
521351389;flat;concrete
521351921;flat;concrete
521351923;hipped;concrete
521351924;hipped;concrete
521351925;hipped;concrete
521351926;hipped;concrete
521351927;hipped;roof_tiles
521358663;;metal
521367558;hipped;roof_tiles
521367562;hipped;roof_tiles
521367564;;metal
521367567;;roof_tiles
521367574;;metal
521367577;hipped;roof_tiles
521367579;hipped;roof_tiles
521367583;;metal
521367584;;metal
521367585;;metal
521367586;;roof_tiles
521367588;;metal
521367589;flat;concrete
521367590;flat;roof_tiles
521374466;flat;concrete
521374467;hipped;roof_tiles
521374468;flat;concrete
521374469;flat;concrete
521374473;;metal
521374476;;metal
521374478;flat;
521374479;flat;metal
521374480;flat;concrete
521374481;;metal
521374482;flat;concrete
521374484;;metal
521374486;flat;metal
521374487;hipped;concrete
521358111;;metal
521358115;;metal
521358117;;concrete
521358119;;roof_tiles
521358121;hipped;metal
521358125;flat;concrete
521358127;flat;concrete
521358129;;metal
521358131;;metal
521358133;hipped;roof_tiles
521358135;flat;concrete
521358137;hipped;metal
521358138;hipped;roof_tiles
521358139;flat;concrete
521358340;hipped;roof_tiles
521358342;flat;roof_tiles
521358526;hipped;metal
521358633;hipped;metal
521358634;;roof_tiles
521358635;;roof_tiles
521358636;;roof_tiles
521358637;;roof_tiles
521358638;;metal
521358639;;metal
521358640;flat;concrete
521358641;;roof_tiles
521358643;flat;roof_tiles
521358644;;metal
521358646;flat;metal
521358647;hipped;metal
521358648;flat;metal
521358649;;metal
521358653;;metal
521358654;flat;metal
521358657;;metal
521367591;;roof_tiles
521367593;hipped;metal
521367594;;metal
521367597;;metal
521367598;;metal
521367599;;concrete
521367600;flat;concrete
521367601;;concrete
521367602;flat;concrete
521367603;flat;concrete
521367604;;metal
521367605;;metal
521367606;;metal
521367609;;metal
521367610;;metal
521367611;;metal
521367612;;metal
521367613;;metal
521367614;;metal
521367616;;metal
521367618;;metal
521367935;;roof_tiles
521367936;hipped;metal
521367937;flat;concrete
521367939;hipped;metal
521367940;flat;concrete
521367941;;roof_tiles
521367942;;metal
521367943;;roof_tiles
521367944;flat;concrete
521368475;hipped;
521368477;flat;concrete
521368478;;roof_tiles
521368479;flat;concrete
521368480;hipped;metal
521368481;flat;concrete
521368482;;metal
521438709;flat;metal
521438711;;metal
521438712;;metal
521438714;;metal
521438717;flat;metal
521438721;;metal
521438728;;metal
521438729;;metal
521438732;hipped;metal
521438733;flat;metal
521438738;hipped;metal
521438739;hipped;
521438741;hipped;metal
521438746;flat;concrete
521438747;;metal
521438748;flat;metal
521438750;hipped;roof_tiles
521438751;hipped;roof_tiles
521438753;;roof_tiles
521438754;;metal
521438756;;roof_tiles
521438759;;metal
521438760;flat;metal
521439148;flat;concrete
521439149;flat;metal
521439150;hipped;metal
521439151;hipped;metal
521439152;flat;metal
521439153;flat;metal
521439154;hipped;metal
521439155;;metal
521439156;;metal
521439157;flat;concrete
521439158;;metal
521439165;;metal
521439166;;metal
521439170;flat;metal
521439171;hipped;metal
521439172;flat;metal
521358665;;roof_tiles
521358666;;metal
521358668;;metal
521358670;flat;metal
521358673;flat;concrete
521358675;flat;roof_tiles
521358677;flat;concrete
521358679;flat;concrete
521358687;flat;concrete
521358858;;metal
521358859;;roof_tiles
521358861;hipped;roof_tiles
521358862;hipped;roof_tiles
521358863;;roof_tiles
521358864;hipped;roof_tiles
521359200;hipped;metal
521359201;;metal
521359202;hipped;roof_tiles
521359205;flat;concrete
521359223;flat;concrete
521359255;flat;roof_tiles
521360596;;concrete
521360597;;metal
521360605;flat;metal
521360606;flat;
521360608;;metal
521360609;flat;concrete
521360610;flat;
521361349;;concrete
521361350;flat;metal
521361352;flat;metal
521361353;flat;concrete
521361354;hipped;metal
521361355;;metal
521361357;hipped;metal
521361358;flat;concrete
521361359;hipped;roof_tiles
521361463;flat;metal
521361465;;metal
521361469;flat;concrete
521374489;flat;concrete
521374490;flat;metal
521374509;;roof_tiles
521374519;;roof_tiles
521374521;;roof_tiles
521374536;;roof_tiles
521374544;;metal
521374550;hipped;
521374554;hipped;
521374556;hipped;
521374557;flat;metal
521374558;flat;concrete
521374560;;metal
521374561;hipped;
521374562;hipped;
521374563;hipped;metal
521374565;hipped;roof_tiles
521374566;hipped;metal
521374567;hipped;roof_tiles
521374568;hipped;roof_tiles
521374569;flat;metal
521374570;hipped;
521374571;hipped;roof_tiles
521374572;;metal
521374573;flat;
521374574;;metal
521374575;;metal
521374579;;metal
521375058;flat;concrete
521375059;flat;concrete
521377033;hipped;metal
521361470;flat;concrete
521361473;flat;
521363009;flat;metal
521380270;flat;metal
521380271;hipped;roof_tiles
521380272;hipped;roof_tiles
521384364;;metal
521384365;;roof_tiles
521384366;hipped;concrete
521384368;hipped;
521384369;;roof_tiles
521384371;hipped;roof_tiles
521384373;hipped;
521384374;flat;
521384375;hipped;metal
521384376;flat;
521384377;;metal
521384381;;metal
521384382;flat;concrete
521384384;flat;metal
521384385;flat;concrete
521384386;;metal
521384387;;metal
521384388;;metal
521384389;flat;concrete
521384390;;metal
521384392;;metal
521384393;;metal
521385600;hipped;roof_tiles
521385601;flat;concrete
521385602;hipped;
521385603;flat;metal
521386757;flat;concrete
521386758;hipped;roof_tiles
521386759;;roof_tiles
521439173;flat;metal
521439174;hipped;metal
521439175;hipped;
521439176;;metal
521439177;flat;concrete
521439178;flat;concrete
521439180;;metal
521439181;hipped;
521439182;hipped;metal
521439187;;metal
521439188;;roof_tiles
521439189;flat;metal
521439191;;metal
521439192;flat;metal
521439195;flat;metal
521439196;hipped;
521439197;hipped;
521439198;hipped;roof_tiles
521439199;flat;concrete
521439200;flat;metal
521440981;hipped;
521440996;flat;
521440998;flat;
521440999;;roof_tiles
521441000;flat;concrete
521441001;flat;concrete
521441002;flat;concrete
521441003;flat;concrete
521441004;;metal
521441005;flat;concrete
521441007;flat;concrete
521441008;hipped;roof_tiles
521441009;;roof_tiles
521441011;flat;concrete
521441012;flat;concrete
521441013;flat;concrete
521441014;hipped;
521377039;hipped;roof_tiles
521377043;flat;concrete
521377047;;roof_tiles
521377048;flat;concrete
521377049;hipped;concrete
521377050;hipped;roof_tiles
521377053;hipped;concrete
521377054;flat;concrete
521377055;flat;concrete
521377058;flat;concrete
521377059;flat;concrete
521377060;flat;roof_tiles
521377064;hipped;metal
521377065;hipped;metal
521377066;flat;concrete
521377067;;metal
521377072;hipped;metal
521377074;;metal
521377075;flat;concrete
521377076;;roof_tiles
521377077;flat;concrete
521377079;flat;concrete
521377080;flat;concrete
521377081;flat;metal
521377082;flat;concrete
521377083;hipped;
521377084;;metal
521377085;;roof_tiles
521377086;;metal
521377087;;metal
521377088;;metal
521377090;;roof_tiles
521377091;;roof_tiles
521377093;flat;concrete
521377100;hipped;
521377101;flat;concrete
521377102;flat;concrete
521377104;hipped;
521377105;flat;concrete
521377106;flat;metal
521377107;hipped;
521377108;hipped;
521377118;hipped;concrete
521377121;flat;concrete
521377123;hipped;roof_tiles
521377124;hipped;roof_tiles
521377125;flat;
521377126;flat;concrete
521377127;hipped;roof_tiles
521377129;flat;concrete
521377130;hipped;roof_tiles
521377131;flat;concrete
521377132;flat;concrete
521377133;flat;concrete
521377134;hipped;
521377136;flat;concrete
521377137;;concrete
521380262;;metal
521380263;;metal
521380266;;metal
521380267;flat;concrete
521380269;;metal
521455432;hipped;roof_tiles
521455433;hipped;roof_tiles
521455436;hipped;roof_tiles
521455437;;metal
521455438;;roof_tiles
521455440;flat;metal
521455442;;roof_tiles
521455444;hipped;
521455446;hipped;metal
521441015;hipped;roof_tiles
521441019;flat;concrete
521441026;hipped;roof_tiles
521441027;flat;roof_tiles
521441030;hipped;roof_tiles
521441035;hipped;
521441036;hipped;
521441037;hipped;
521441039;hipped;
521441040;hipped;
521441044;flat;concrete
521441045;;metal
521441046;hipped;
521444107;;metal
521466771;;metal
521466772;;roof_tiles
521466773;hipped;roof_tiles
521466774;flat;concrete
521466775;;metal
521466776;flat;concrete
521466777;flat;concrete
521466778;;metal
521466779;hipped;metal
521466780;;metal
521466781;flat;concrete
521466783;flat;concrete
521466784;hipped;roof_tiles
521466785;;metal
521466786;;metal
521466787;flat;concrete
521466788;hipped;roof_tiles
521466789;flat;metal
521466790;hipped;concrete
521466791;hipped;roof_tiles
521466792;flat;concrete
521466793;hipped;roof_tiles
521466794;flat;concrete
521466795;flat;concrete
521466796;hipped;roof_tiles
521466797;flat;concrete
521368483;hipped;metal
521368484;hipped;metal
521368485;flat;concrete
521368488;;metal
521368489;hipped;metal
521368490;flat;metal
521368492;hipped;
521368493;;roof_tiles
521368495;flat;concrete
521368496;flat;concrete
521368498;hipped;
521368499;flat;concrete
521368500;flat;concrete
521368501;flat;roof_tiles
521368502;;metal
521368503;;metal
521368504;flat;concrete
521368507;;metal
521368509;hipped;
521368511;;metal
521368559;flat;
521368561;;metal
521368562;hipped;
521368564;;metal
521368565;flat;metal
521368566;flat;metal
521368567;;roof_tiles
521368568;flat;concrete
521368569;flat;metal
521368570;;roof_tiles
521368571;flat;concrete
521368572;flat;concrete
521368573;flat;concrete
521368574;flat;concrete
521368575;;roof_tiles
521368576;hipped;roof_tiles
521368577;flat;concrete
521368578;hipped;roof_tiles
521368579;flat;concrete
521368581;hipped;
521368582;flat;concrete
521368583;;metal
521368584;;concrete
521368585;;concrete
521368586;flat;concrete
521368587;flat;concrete
521368588;flat;concrete
521368873;flat;
521368874;flat;
521368876;flat;
521368878;flat;
521368882;flat;metal
521368883;flat;
521368884;flat;concrete
521368885;flat;concrete
521368886;flat;concrete
521368887;flat;concrete
521368889;;metal
521368890;flat;
521368891;flat;roof_tiles
521368892;flat;concrete
521368893;hipped;metal
521368894;flat;metal
521368895;hipped;metal
521368896;hipped;roof_tiles
521368897;;metal
521368899;hipped;
521368900;flat;metal
521368901;;metal
521368904;flat;
521368906;;metal
521368907;;metal
521368908;;concrete
521368909;;metal
521368910;;concrete
521386766;hipped;
521386787;flat;concrete
521386788;flat;concrete
521386793;flat;concrete
521386794;flat;concrete
521386795;flat;concrete
521386796;flat;concrete
521386797;flat;concrete
521386798;flat;concrete
521386799;flat;concrete
521386800;flat;concrete
521386801;flat;concrete
521386802;flat;concrete
521386803;flat;concrete
521386804;flat;concrete
521386805;flat;concrete
521386806;flat;concrete
521386807;flat;concrete
521386808;;roof_tiles
521386809;;roof_tiles
521386810;;roof_tiles
521386811;;roof_tiles
521386812;;roof_tiles
521386813;;roof_tiles
521386814;;roof_tiles
521386815;;roof_tiles
521386816;;roof_tiles
521386817;;roof_tiles
521386818;;metal
521386819;;roof_tiles
521386820;flat;roof_tiles
521386821;;roof_tiles
521386822;;roof_tiles
521386823;;roof_tiles
521386824;;metal
521386825;flat;concrete
521387659;flat;concrete
521387660;flat;metal
521387662;;metal
521387666;hipped;metal
521387667;hipped;metal
521387668;;metal
521387670;flat;concrete
521389673;hipped;metal
521389674;;metal
521368911;;roof_tiles
521394015;flat;concrete
521394017;flat;concrete
521394018;hipped;metal
521394024;;metal
521394025;;metal
521394029;flat;concrete
521394030;hipped;roof_tiles
521394033;flat;concrete
521394034;;roof_tiles
521394035;;roof_tiles
521394036;hipped;roof_tiles
521394037;hipped;roof_tiles
521394038;flat;roof_tiles
521394039;hipped;metal
521394040;;metal
521394041;;roof_tiles
521394042;hipped;roof_tiles
521394043;flat;concrete
521394044;flat;concrete
521394045;flat;concrete
521394049;flat;metal
521394056;flat;metal
521394057;;metal
521394059;;concrete
521394060;;roof_tiles
521394063;flat;concrete
521394064;flat;concrete
521394065;;metal
521394066;flat;metal
521394070;flat;metal
521394071;;metal
521394073;flat;concrete
521394074;;metal
521394075;hipped;metal
521394076;flat;
521414255;hipped;metal
521414258;;metal
521414260;;metal
521414263;hipped;roof_tiles
521414266;hipped;
521389675;flat;metal
521389676;flat;roof_tiles
521389679;flat;metal
521389680;;metal
521389682;;roof_tiles
521389683;flat;concrete
521389684;flat;concrete
521389685;flat;metal
521389686;;metal
521389687;;metal
521389688;flat;concrete
521389689;;metal
521389690;;metal
521389691;hipped;roof_tiles
521389692;;concrete
521389693;;metal
521389694;;metal
521389695;;metal
521389696;;metal
521389697;;metal
521389698;;metal
521389699;flat;concrete
521389700;;metal
521389701;;metal
521389702;;roof_tiles
521389705;flat;concrete
521389706;;roof_tiles
521389707;;roof_tiles
521389709;flat;concrete
521389710;flat;concrete
521389711;flat;metal
521389712;flat;concrete
521389713;hipped;
521393997;flat;concrete
521393998;hipped;metal
521393999;flat;metal
521394000;flat;metal
521394004;flat;metal
521394005;flat;concrete
521394007;;metal
521394010;flat;metal
521394011;hipped;roof_tiles
521394013;flat;concrete
521455448;;roof_tiles
521455449;;roof_tiles
521455450;;roof_tiles
521455452;;roof_tiles
521455465;;concrete
521455466;;metal
521455467;;metal
521455468;hipped;roof_tiles
521455495;;metal
521456550;;concrete
521456551;;metal
521456552;;metal
521456553;;metal
521456554;;metal
521456934;;metal
521456936;hipped;metal
521456938;;metal
521456942;;metal
521456947;flat;concrete
521456952;flat;concrete
521456955;hipped;roof_tiles
521456961;hipped;roof_tiles
521460013;;roof_tiles
521460014;hipped;roof_tiles
521460018;hipped;metal
521460019;flat;concrete
521460020;hipped;roof_tiles
521460021;hipped;roof_tiles
521460022;hipped;roof_tiles
521460023;hipped;roof_tiles
521460811;flat;metal
521460812;flat;metal
521460814;flat;metal
521460816;flat;metal
521460817;flat;metal
521460818;flat;metal
521460819;flat;metal
521466798;;metal
521466799;flat;metal
521466800;hipped;metal
521466801;hipped;roof_tiles
521466802;hipped;roof_tiles
521466803;hipped;roof_tiles
521466804;hipped;metal
521466805;flat;concrete
521466806;hipped;metal
521466807;;metal
521466809;;metal
521466810;;metal
521466811;flat;concrete
521466812;flat;roof_tiles
521466813;;metal
521466814;;metal
521466815;flat;roof_tiles
521466816;;metal
521466817;;metal
521466818;;metal
521466819;hipped;metal
521466820;flat;concrete
521466821;;metal
521466822;;roof_tiles
521466823;hipped;roof_tiles
521466825;;metal
521466826;;metal
521466828;flat;concrete
521466829;flat;concrete
521466834;flat;concrete
521466835;;metal
521466836;flat;concrete
521466837;flat;roof_tiles
521466838;;roof_tiles
521466839;hipped;roof_tiles
521466840;;metal
521466841;hipped;roof_tiles
521466842;hipped;roof_tiles
521466843;hipped;roof_tiles
521466844;;roof_tiles
521466845;hipped;roof_tiles
521466846;;metal
521466847;hipped;roof_tiles
521467330;;metal
521467332;flat;concrete
521467336;;metal
521467341;;metal
521467344;;metal
521469375;;metal
521469984;flat;concrete
521469986;flat;concrete
521469988;flat;concrete
521469990;flat;concrete
521469992;;metal
521469994;;metal
521469996;;concrete
521469998;;metal
521470133;;metal
521470140;hipped;roof_tiles
521470142;flat;
521470144;hipped;
521470145;hipped;
521470146;;metal
521470147;;metal
521470148;;metal
521470149;;metal
521470150;;metal
521470151;;metal
521470152;;metal
521470153;;metal
521470154;hipped;metal
521470155;hipped;metal
521470156;;metal
521470157;hipped;
521470158;;metal
521470159;flat;concrete
521470160;flat;concrete
521470161;;roof_tiles
521470162;hipped;roof_tiles
521470163;flat;concrete
521470164;;metal
521470165;hipped;roof_tiles
521470166;;metal
521460820;flat;metal
521460821;flat;metal
521460822;flat;metal
521460833;hipped;metal
521460834;;concrete
521460835;hipped;roof_tiles
521460852;flat;concrete
521460853;;concrete
521460854;flat;metal
521460855;;metal
521460856;;metal
521460857;;metal
521460858;;metal
521460859;;metal
521460861;;metal
521460862;flat;concrete
521460863;;metal
521460864;;metal
521460865;;metal
521460866;;metal
521460867;;metal
521460868;;metal
521460869;hipped;metal
521460871;flat;metal
521460872;;concrete
521460873;;concrete
521460874;;concrete
521460875;;metal
521460876;flat;metal
521462586;;metal
521462588;;metal
521462592;;roof_tiles
521462596;;metal
521462598;;metal
521462601;;metal
521462604;;metal
521444108;flat;metal
521444109;;metal
521444110;;metal
521444111;flat;metal
521444112;flat;concrete
521444113;flat;metal
521444114;;metal
521444115;;metal
521444117;;metal
521444118;flat;metal
521444119;flat;concrete
521444120;flat;concrete
521444121;;metal
521444123;flat;concrete
521444124;;metal
521444125;;metal
521444126;flat;concrete
521444127;flat;concrete
521444128;;metal
521444129;;metal
521444130;;metal
521444131;;metal
521444132;flat;metal
521444133;flat;metal
521444134;;metal
521444135;;roof_tiles
521444136;flat;metal
521444137;;metal
521444138;;concrete
521444139;;metal
521444140;flat;concrete
521444141;flat;concrete
521444142;;metal
521444145;hipped;metal
521444146;;metal
521444147;;metal
521444148;;metal
521444149;flat;metal
521444151;;metal
521444152;;metal
521444153;flat;metal
521444154;flat;concrete
521444155;flat;concrete
521470167;;metal
521470168;;metal
521470169;;metal
521470177;flat;metal
521470178;flat;metal
521470179;flat;concrete
521470180;;metal
521470181;;metal
521470182;;metal
521470183;hipped;roof_tiles
521470184;;metal
521470185;hipped;
521470186;flat;metal
521470187;flat;concrete
521470188;;concrete
521470190;;metal
521470194;flat;concrete
521470196;flat;concrete
521477226;flat;concrete
521477227;flat;concrete
521477230;;metal
521477231;flat;metal
521477232;hipped;metal
521477233;hipped;metal
521477234;flat;metal
521477235;flat;metal
521477236;hipped;metal
521477237;hipped;metal
521477238;;metal
521477239;flat;metal
521477241;flat;metal
521477243;flat;concrete
521477244;;metal
521477245;;metal
521477246;flat;concrete
521477248;;roof_tiles
521477250;flat;metal
521477251;flat;concrete
521477252;flat;metal
521477253;flat;metal
521477254;;metal
521477255;;roof_tiles
521463778;flat;concrete
521463781;;concrete
521463783;;metal
521463785;flat;metal
521463786;flat;concrete
521463789;flat;concrete
521463790;flat;metal
521463792;;concrete
521463793;;concrete
521463795;flat;concrete
521463797;;metal
521463799;hipped;roof_tiles
521463801;;metal
521463802;;roof_tiles
521463804;;metal
521463806;flat;metal
521466208;flat;metal
521466209;hipped;
521466739;hipped;metal
521466740;;metal
521466742;;metal
521466744;;metal
521466746;;metal
521466748;;metal
521466750;flat;concrete
521466752;flat;concrete
521466754;;roof_tiles
521466756;hipped;
521466757;flat;
521466758;flat;
521466759;;metal
521466760;;metal
521466761;hipped;metal
521466762;hipped;metal
521466763;flat;
521466764;hipped;metal
521466765;hipped;metal
521466766;flat;concrete
521466767;flat;metal
521466768;;metal
521477071;flat;metal
521477072;hipped;roof_tiles
521444156;flat;metal
521444157;flat;metal
521444158;flat;metal
521444159;flat;metal
521444160;flat;metal
521444161;flat;metal
521444162;;metal
521444163;;metal
521444164;flat;metal
521444165;flat;metal
521444166;flat;metal
521444167;flat;metal
521444168;flat;metal
521444169;flat;metal
521444170;;metal
521444171;flat;metal
521444172;flat;metal
521444173;;metal
521444174;hipped;metal
521444175;;metal
521444176;flat;metal
521444177;;concrete
521444178;flat;concrete
521444179;;metal
521444180;flat;concrete
521447630;hipped;roof_tiles
521447631;flat;
521447632;;roof_tiles
521447633;hipped;
521448598;hipped;roof_tiles
521449256;;metal
521449257;hipped;roof_tiles
521449258;hipped;roof_tiles
521449581;flat;concrete
521449582;flat;metal
521449583;flat;metal
521449584;flat;metal
521449585;;metal
521449586;;metal
521449587;flat;metal
521449588;flat;concrete
521414268;flat;roof_tiles
521414274;hipped;metal
521414276;hipped;metal
521414281;flat;metal
521414283;flat;metal
521414287;hipped;
521414289;hipped;
521414292;;metal
521414295;hipped;roof_tiles
521414297;hipped;metal
521414304;hipped;
521414308;;metal
521414310;;metal
521414314;hipped;
521414328;hipped;metal
521414332;flat;metal
521414345;flat;metal
521414349;flat;metal
521417320;;metal
521417322;;metal
521417324;hipped;metal
521417326;hipped;
521417327;hipped;
521417328;hipped;roof_tiles
521427382;flat;concrete
521427385;flat;concrete
521427386;hipped;
521427389;;metal
521427391;hipped;roof_tiles
521427393;flat;concrete
521427395;flat;concrete
521427397;hipped;
521427399;flat;concrete
521427401;flat;concrete
521427403;hipped;metal
521427406;hipped;metal
521427408;flat;concrete
521427410;flat;concrete
521427412;;metal
521427414;;metal
521427416;;metal
521427418;;metal
521427420;hipped;roof_tiles
521427425;flat;concrete
521427427;flat;concrete
521427429;flat;concrete
521427432;flat;roof_tiles
521427434;;metal
521427436;;concrete
521427438;flat;concrete
521427440;;metal
521427442;hipped;metal
521427444;flat;concrete
521427446;hipped;metal
521427448;;metal
521427450;flat;concrete
521427454;flat;metal
521427456;;metal
521427458;hipped;
521427460;flat;concrete
521427462;;metal
521427465;flat;metal
521427468;hipped;roof_tiles
521427469;hipped;metal
521427474;;metal
521427476;flat;concrete
521427478;flat;concrete
521427479;;concrete
521427481;;concrete
521427483;flat;concrete
521427485;hipped;metal
521427489;;concrete
521427491;flat;concrete
521427493;flat;concrete
521427495;hipped;
521427497;;metal
521428462;;metal
521470197;flat;concrete
521470198;hipped;roof_tiles
521470199;flat;concrete
521470200;flat;concrete
521470354;hipped;metal
521470934;;metal
521470935;;metal
521470936;;metal
521473457;hipped;
521473586;hipped;metal
521474180;flat;concrete
521474181;flat;concrete
521474182;flat;metal
521474808;hipped;roof_tiles
521475009;;concrete
521476846;hipped;
521476847;;metal
521476848;;metal
521476855;;roof_tiles
521476872;;metal
521476873;;metal
521476874;;metal
521476876;;metal
521476877;;metal
521477073;;metal
521477074;;metal
521477075;;roof_tiles
521477079;flat;concrete
521477080;flat;concrete
521477081;flat;concrete
521477082;flat;concrete
521477083;flat;metal
521477084;flat;concrete
521477085;hipped;roof_tiles
521477086;flat;concrete
521477087;hipped;roof_tiles
521477088;hipped;roof_tiles
521477089;hipped;concrete
521477090;hipped;roof_tiles
521477091;flat;roof_tiles
521477092;flat;concrete
521477093;hipped;roof_tiles
521477094;flat;
521477095;flat;
521477098;flat;
521477099;hipped;roof_tiles
521477100;hipped;roof_tiles
521477101;flat;concrete
521477102;;concrete
521477103;;metal
521477104;hipped;roof_tiles
521477105;flat;concrete
521477106;;roof_tiles
521477108;flat;concrete
521477109;hipped;roof_tiles
521477111;hipped;
521477112;flat;concrete
521477113;;metal
521477114;;roof_tiles
521449589;flat;metal
521449591;;metal
521449592;flat;metal
521451705;flat;metal
521451706;flat;concrete
521451707;flat;roof_tiles
521451708;;roof_tiles
521451709;;roof_tiles
521451710;;roof_tiles
521451711;flat;concrete
521451712;flat;concrete
521451716;flat;metal
521451717;flat;concrete
521451718;flat;concrete
521451719;;metal
521451720;;metal
521451723;flat;metal
521451724;flat;roof_tiles
521451725;flat;metal
521451726;flat;metal
521451727;;concrete
521451844;flat;metal
521451845;;metal
521451846;;metal
521451848;hipped;
521451849;hipped;roof_tiles
521451850;hipped;roof_tiles
521451851;flat;concrete
521451852;;metal
521451853;flat;metal
521451854;;metal
521451855;flat;concrete
521453250;hipped;concrete
521453252;hipped;concrete
521453254;;metal
521453256;flat;
521453258;;metal
521453260;flat;concrete
521453262;flat;concrete
521477256;flat;metal
521477259;flat;concrete
521477260;;roof_tiles
521477261;;roof_tiles
521477262;;roof_tiles
521477877;hipped;
521477879;;roof_tiles
521477880;flat;metal
521477881;;metal
521477882;;metal
521477883;;metal
521477884;;metal
521477885;;metal
521477886;flat;concrete
521477889;;metal
521477890;;metal
521477891;flat;concrete
521477892;;metal
521477978;;metal
521477985;;metal
521477986;;metal
521477989;;metal
521477991;flat;concrete
521477992;;metal
521477994;;metal
521477998;hipped;metal
521478003;flat;metal
521478006;;metal
521478008;;metal
521478010;;concrete
521478012;;metal
521478014;hipped;metal
521478016;;metal
521478017;flat;concrete
521478018;hipped;metal
521478019;;metal
521478021;;roof_tiles
521478022;;metal
521478023;;metal
521478024;;metal
521478025;;metal
521478026;;metal
521477119;flat;concrete
521477121;hipped;roof_tiles
521477122;flat;concrete
521477123;flat;roof_tiles
521477124;hipped;roof_tiles
521477125;flat;concrete
521477127;hipped;roof_tiles
521477128;flat;metal
521477129;flat;concrete
521477130;flat;concrete
521477132;hipped;
521477133;flat;concrete
521477134;;roof_tiles
521477135;flat;concrete
521477136;flat;concrete
521477137;flat;concrete
521477138;;metal
521477139;;metal
521477140;;metal
521477141;hipped;roof_tiles
521477142;;metal
521477145;flat;concrete
521477146;flat;concrete
521477147;flat;metal
521477148;flat;concrete
521477150;flat;
521477151;flat;
521477153;flat;metal
521477155;flat;concrete
521477156;flat;concrete
521477157;hipped;roof_tiles
521477158;flat;concrete
521477159;;metal
521477160;hipped;roof_tiles
521477161;flat;metal
521477162;flat;metal
521453265;flat;concrete
521455429;;metal
521455431;flat;concrete
521479235;hipped;roof_tiles
521479237;flat;concrete
521479238;;roof_tiles
521479239;;metal
521479240;flat;concrete
521479241;flat;
521479242;;metal
521479243;hipped;roof_tiles
521479244;;concrete
521479246;;metal
521479247;;metal
521479253;flat;roof_tiles
521479255;flat;concrete
521479256;flat;roof_tiles
521479257;hipped;
521479258;;metal
521479259;;concrete
521479261;hipped;roof_tiles
521479262;flat;roof_tiles
521479263;hipped;roof_tiles
521479264;flat;metal
521479267;flat;
521479269;;roof_tiles
521479270;;roof_tiles
521479271;flat;metal
521479272;flat;concrete
521479274;;metal
521479275;hipped;
521479277;flat;roof_tiles
521479278;;metal
521479326;;roof_tiles
521478028;;metal
521478029;;metal
521478032;flat;metal
521478033;;metal
521478034;flat;metal
521478035;hipped;metal
521478037;flat;metal
521478039;;roof_tiles
521478040;hipped;roof_tiles
521478041;;metal
521478042;;metal
521478043;;metal
521478044;flat;metal
521478045;;metal
521478046;flat;metal
521478048;flat;metal
521478049;flat;metal
521478050;flat;concrete
521478051;;metal
521478052;;metal
521478053;;metal
521478054;;metal
521478055;;metal
521478056;;metal
521478057;flat;metal
521478059;flat;metal
521478060;hipped;metal
521478061;flat;metal
521478062;flat;metal
521478063;hipped;metal
521478064;flat;metal
521478065;flat;concrete
521478066;;metal
521478067;hipped;metal
521478069;flat;metal
521478070;flat;concrete
521478071;flat;concrete
521478072;flat;concrete
521478073;;metal
521478074;flat;concrete
521478726;;metal
521478727;;metal
521477163;flat;metal
521477164;;concrete
521477165;;metal
521477166;;metal
521477167;flat;metal
521477168;;metal
521477169;flat;metal
521477170;flat;concrete
