node_id;max_version;latitude;longitude;tile;osm_id;damage;roof;material
1449;3;180234106;-630439666;1665879182;363233963;partial;pitch;3
1450;3;180235271;-630438868;1665879182;363233964;significant;pitch;3
1451;3;180229615;-630439770;1665879179;363233965;destroyed;hipped;5
1452;3;180228987;-630438944;1665879179;363233966;none;hipped;3
1453;3;180229921;-630438400;1665879179;363233967;none;hipped;3
1454;3;180228961;-630437817;1665879179;363233968;destroyed;hipped;3
1455;3;180227052;-630436158;1665879179;363233970;significant;hipped;2
1456;3;180226723;-630435282;1665879179;363233971;partial;hipped;2
1457;3;180224800;-630432435;1665879179;363235841;partial;pitch;3
1458;3;180224309;-630430074;1665879179;363235843;partial;pitch;3
1459;3;180222323;-630429039;1665879179;363235844;partial;hipped;6
1460;3;180222071;-630428686;1665879179;363235845;partial;hipped;6
1461;3;180221821;-630428322;1665879179;363235846;partial;hipped;6
1462;3;180221591;-630428029;1665879179;363235847;partial;hipped;6
1463;3;180221398;-630427764;1665879179;363235848;partial;hipped;6
1464;2;180250645;-630514234;1665879180;362865296;none;pitch;3
1465;3;180248122;-630509400;1665879180;362865298;significant;pitch;6
1466;3;180251289;-630487306;1665879180;362865299;none;pitch;3
1467;2;180244227;-630486741;1665879180;362865300;none;;4
1468;3;180256864;-630502275;1665879180;362865301;significant;pitch;3
1469;3;180250411;-630477705;1665879180;362865302;partial;hipped;2
1470;3;180245920;-630501994;1665879180;362865303;partial;flat;1
1471;3;180253039;-630494216;1665879180;362865305;none;hipped;3
1472;3;180249960;-630480056;1665879180;362865306;none;flat;1
1473;3;180263121;-630511180;1665879181;362865307;significant;pitch;3
1474;3;180244603;-630480340;1665879180;362865308;significant;hipped;6
1475;2;180252407;-630518828;1665879174;362865309;none;flat;4
1476;3;180247978;-630479347;1665879180;362865310;significant;flat;1
1477;2;180250449;-630513063;1665879180;362865311;significant;pitch;2
1478;3;180256266;-630497332;1665879180;362865312;destroyed;hipped;2
1479;2;180244562;-630488216;1665879180;362865313;partial;pitch;1
1480;3;180245390;-630495628;1665879180;362865314;significant;hipped;3
1481;3;180254637;-630491369;1665879180;362865315;partial;pitch;3
1482;3;180255072;-630484099;1665879180;362865316;none;hipped;3
1483;3;180257203;-630509208;1665879180;362865317;partial;pitch;3
1484;3;180255367;-630487067;1665879180;362865318;destroyed;flat;1
1485;3;180254784;-630477135;1665879180;362865319;none;hipped;6
1486;3;180252442;-630484486;1665879180;362865320;none;flat;1
1487;3;180254723;-630505740;1665879180;362865321;none;flat;1
1488;3;180249967;-630504368;1665879180;362865322;significant;pitch;3
1489;2;180255392;-630512844;1665879180;362865323;significant;;4
1490;2;180248082;-630514544;1665879180;362865324;significant;pitch;2
1491;3;180249568;-630499834;1665879180;362865325;significant;pitch;3
1492;3;180254069;-630476167;1665879180;362865326;none;pitch;6
1493;3;180257142;-630494116;1665879180;362865327;significant;pitch;3
1494;2;180249393;-630495887;1665879180;;;;
1495;3;180260213;-630496640;1665879180;362865329;none;flat;1
1496;3;180250948;-630516636;1665879174;362865330;destroyed;;3
1497;3;180253004;-630476388;1665879180;362865331;none;flat;1
1498;4;180261089;-630509879;1665879181;362865332;none;flat;1
1499;2;180248788;-630510669;1665879180;362865333;none;hipped;3
1500;3;180253382;-630486600;1665879180;362865334;none;hipped;6
1501;3;180262093;-630502249;1665879181;362865335;destroyed;flat;3
1502;3;180247490;-630502220;1665879180;362865336;significant;pitch;3
1503;3;180252316;-630501254;1665879180;362865337;partial;hipped;3
1504;3;180254610;-630495870;1665879180;362865338;partial;pitch;2
1505;3;180240937;-630479836;1665879180;362865339;none;flat;3
1506;3;180250786;-630510234;1665879180;362865340;significant;hipped;3
1507;3;180246277;-630490571;1665879180;362865341;partial;hipped;6
1508;2;180254370;-630517613;1665879174;362865343;partial;pitch;1
1509;3;180219434;-630425367;1665879179;363235849;partial;unknown;4
1510;3;180217823;-630423003;1665879179;363235850;none;flat;1
1511;3;180218189;-630423409;1665879179;363235851;none;flat;1
1512;3;180216204;-630421920;1665879179;363235852;none;hipped;6
1513;3;180216344;-630422137;1665879179;363235853;none;hipped;6
1514;3;180216488;-630422357;1665879179;363235854;none;hipped;6
1515;3;180216717;-630422681;1665879179;363235855;none;hipped;6
1516;3;180216040;-630421388;1665879179;363235856;none;hipped;6
1517;3;180221373;-630417437;1665879179;363243171;none;flat;3
1518;3;180223525;-630416277;1665879179;363243172;partial;flat;1
1519;3;180239799;-630404792;1665879204;363243827;none;hipped;1
1520;3;180234303;-630405252;1665879182;363243828;partial;flat;1
1521;3;180246139;-630405250;1665879182;363255481;none;flat;1
1522;3;180249455;-630404721;1665879204;363255482;none;hipped;6
1523;3;180250090;-630419568;1665879182;363255488;none;hipped;2
1524;3;180240036;-630419705;1665879182;363258874;significant;flat;4
1525;4;180245876;-630424825;1665879182;363258877;significant;pitch;3
1526;3;180245426;-630426020;1665879182;363258878;partial;flat;3
1527;3;180246468;-630427198;1665879182;363258879;partial;flat;1
1528;3;180246314;-630437739;1665879182;363258880;significant;pitch;3
1529;3;180254196;-630462264;1665879180;363260591;none;flat;1
1530;2;180252253;-630469290;1665879180;363260592;significant;;4
1531;2;180245765;-630454711;1665879182;363261636;destroyed;;
1532;3;180252369;-630462042;1665879180;363266020;none;flat;1
1533;3;180243130;-630449834;1665879182;363267681;partial;hipped;3
1534;3;180242363;-630441111;1665879182;363267683;partial;flat;1
1535;3;180238380;-630430543;1665879182;363268729;partial;flat;3
1536;3;180233044;-630415687;1665879179;363268732;none;flat;3
1537;3;180224963;-630422900;1665879179;363383688;partial;flat;3
1538;3;180225770;-630423931;1665879179;363383691;partial;flat;3
1539;3;180226245;-630425388;1665879179;363383693;none;flat;1
1540;3;180226502;-630425751;1665879179;363383695;none;flat;1
1541;3;180226771;-630426187;1665879179;363383697;none;flat;1
1542;3;180225281;-630426953;1665879179;363383703;partial;pitch;6
1543;3;180224550;-630427950;1665879179;363383705;none;pitch;6
1544;3;180223841;-630427183;1665879179;363383707;partial;pitch;1
1545;3;180228711;-630429398;1665879179;363383709;none;flat;1
1546;3;180229810;-630430155;1665879179;363383711;none;pitch;3
1547;3;180230494;-630431176;1665879179;363383712;none;hipped;3
1548;3;180230031;-630432394;1665879179;363383713;none;flat;1
1549;3;180253654;-630479213;1665879180;362865344;none;hipped;6
1550;3;180252606;-630492258;1665879180;362865345;partial;flat;1
1551;3;180257065;-630508158;1665879180;362865346;partial;pitch;3
1552;2;180245267;-630498162;1665879180;362865347;partial;pitch;6
1553;3;180256688;-630488360;1665879180;362865348;destroyed;pitch;3
1554;3;180252650;-630478951;1665879180;362865349;none;pitch;3
1555;3;180244488;-630484343;1665879180;362865350;significant;hipped;6
1556;2;180257335;-630514679;1665879180;362865351;partial;pitch;
1557;2;180259335;-630516165;1665879174;362865352;significant;pitch;3
1558;2;180247263;-630516664;1665879174;362865353;significant;pitch;3
1559;2;180392893;-630970081;1665879063;365536066;;flat;1
1560;2;180387187;-630965363;1665879063;365536067;;hipped;3
1561;2;180385169;-630961877;1665879063;365536068;;pitch;3
1562;2;180377592;-630963598;1665879063;365536069;;hipped;3
1563;2;180378871;-630959121;1665879063;365536070;;pitch;1
1564;2;180378991;-630954404;1665879069;365536071;;flat;1
1565;2;180375267;-630953078;1665879069;365536073;;flat;1
1566;2;180396531;-630974377;1665879063;365536074;;pitch;3
1567;2;180403808;-631019496;1665879104;365536076;;flat;3
1568;2;180402740;-631017833;1665879104;365536077;;hipped;3
1569;2;180402079;-631020198;1665879104;365536078;;pitch;3
1570;2;180401371;-631018596;1665879104;365536079;;hipped;3
1571;2;180403535;-630978409;1665879106;365536080;;hipped;2
1572;2;180377016;-630956849;1665879063;365536081;;flat;1
1573;2;180385570;-630972532;1665879063;365536084;;pitch;3
1574;2;180386766;-630973515;1665879063;365536085;;pitch;3
1575;2;180317482;-630903612;1665879065;365536086;;hipped;3
1576;2;180317422;-630906171;1665879065;365536087;;hipped;3
1577;2;180318722;-630915559;1665879065;365536088;;hipped;2
1578;2;180315468;-630915117;1665879064;365536091;;pitch;3
1579;2;180317214;-630911064;1665879065;365536092;;pitch;2
1580;2;180320198;-630905874;1665879065;365536094;;hipped;2
1581;2;180319880;-630903220;1665879065;365536095;;pitch;3
1582;2;180386532;-630968415;1665879063;365543090;;pitch;3
1583;2;180387213;-630975100;1665879063;365543091;;pitch;3
1584;2;180365880;-630954994;1665879062;365543092;;pitch;1
1585;2;180379517;-630969871;1665879063;365543093;;hipped;2
1586;2;180381548;-630972812;1665879063;365543094;;hipped;2
1587;2;180370472;-630958826;1665879062;365543095;;hipped;6
1588;2;180388534;-630966555;1665879063;365543096;;hipped;3
1589;2;180367882;-630955993;1665879062;365543097;;hipped;3
1590;3;180230490;-630433134;1665879179;363383715;none;flat;1
1591;3;180232168;-630433564;1665879179;363383718;none;flat;3
1592;3;180232393;-630433942;1665879179;363383720;none;flat;3
1593;3;180226786;-630420867;1665879179;363386079;none;pitch;3
1594;3;180227326;-630422452;1665879179;363386081;none;hipped;3
1595;3;180229275;-630424123;1665879179;363388127;significant;pitch;3
1596;3;180226297;-630428236;1665879179;363388128;none;flat;1
1597;3;180226740;-630427892;1665879179;363388129;none;hipped;1
1598;3;180227223;-630427514;1665879179;363388130;none;flat;1
1599;3;180229854;-630425314;1665879179;363391239;none;flat;1
1600;3;180232511;-630430537;1665879179;363391240;partial;pitch;4
1601;3;180237363;-630439611;1665879182;363391241;significant;flat;4
1602;3;180238875;-630442972;1665879182;363391243;destroyed;flat;3
1603;3;180238859;-630443900;1665879182;363391244;partial;flat;3
1604;3;180238823;-630444813;1665879182;363391245;partial;hipped;3
1605;3;180239132;-630445536;1665879182;363391246;partial;hipped;3
1606;3;180238982;-630445185;1665879182;363391247;partial;hipped;3
1607;3;180240950;-630448446;1665879182;363394125;none;hipped;4
1608;3;180243456;-630452664;1665879182;363462824;none;pitch;3
1609;3;180245674;-630458509;1665879182;363462827;partial;pitch;3
1610;3;180247083;-630461518;1665879180;363462831;partial;flat;3
1611;3;180247259;-630462067;1665879180;363462832;partial;flat;3
1612;3;180247478;-630462712;1665879180;363462833;significant;flat;3
1613;3;180233585;-630437765;1665879182;363464982;significant;flat;1
1614;3;180233415;-630437424;1665879179;363464983;significant;flat;1
1615;3;180237420;-630444614;1665879182;363464986;none;pitch;3
1616;3;180237561;-630444984;1665879182;363464987;none;hipped;2
1617;3;180237699;-630445343;1665879182;363464988;partial;flat;2
1618;3;180237062;-630449978;1665879182;363464989;significant;pitch;3
1619;3;180241142;-630454726;1665879182;363466853;significant;pitch;2
1620;4;180243743;-630461112;1665879180;363466856;significant;flat;6
1621;2;180244333;-630461857;1665879180;363466857;none;;4
1622;3;180244458;-630463041;1665879180;363466858;partial;flat;1
1623;3;180244633;-630463490;1665879180;363466859;partial;flat;1
1624;3;180245570;-630465420;1665879180;363470532;significant;flat;1
1625;3;180246615;-630468448;1665879180;363470533;none;pitch;2
1626;3;180247291;-630469469;1665879180;363470534;none;flat;1
1627;3;180250831;-630472430;1665879180;363470535;none;flat;1
1628;3;180250970;-630472781;1665879180;363470536;none;flat;1
1629;3;180251112;-630473141;1665879180;363470537;none;flat;1
1630;3;180252287;-630474287;1665879180;363470538;none;flat;1
1631;2;180397661;-630987554;1665879063;365881865;;flat;3
1632;2;180408900;-630993856;1665879106;365884224;;hipped;3
1633;2;180407749;-630993685;1665879106;365884225;;pitch;3
1634;2;180250367;-630469594;1665879180;366606537;partial;;4
1635;3;180238760;-630455279;1665879182;366609096;partial;flat;4
1636;3;180239582;-630454557;1665879182;366609295;partial;pitch;4
1637;2;180244928;-630453289;1665879182;366611603;none;;3
1638;2;180254165;-630532292;1665879174;366614313;none;pitch;3
1639;2;180253679;-630524495;1665879174;366614314;partial;pitch;1
1640;3;180259913;-630501070;1665879180;366615779;none;flat;1
1641;2;180249869;-630468105;1665879180;;;;
1642;3;180241230;-630462576;1665879180;366617918;partial;flat;4
1643;1;180338144;-630840453;1665879089;366648622;;;3
1644;2;180338731;-630840992;1665879089;366648623;;flat;3
1645;2;180339378;-630841170;1665879089;366648624;;flat;3
1646;2;180337358;-630847447;1665879067;366648625;;flat;3
1647;2;180352076;-630837271;1665879092;366648626;;flat;3
1648;2;180358177;-630835573;1665879092;366648627;;flat;1
1649;2;180360008;-630832780;1665879092;366648628;;pitch;3
1650;1;180362185;-630834895;1665879092;366648629;;;3
1651;2;180363516;-630828746;1665879092;366649431;;pitch;3
1652;2;180364547;-630827756;1665879092;366649432;;pitch;6
1653;2;180388181;-630805109;1665879093;366651607;;flat;1
1654;2;180388655;-630808716;1665879093;366651609;;flat;1
1655;2;180394823;-630818216;1665879093;366651610;;flat;1
1656;2;180399187;-630816966;1665879136;366651611;;pitch;3
1657;2;180405118;-630828314;1665879136;366651862;;flat;1
1658;2;180405459;-630828911;1665879136;366651863;;flat;1
1659;2;180405843;-630829356;1665879136;366651864;;flat;1
1660;2;180406393;-630829783;1665879136;366651865;;flat;1
1661;2;180409641;-630831947;1665879136;366652237;;hipped;2
1662;2;180410098;-630834964;1665879136;366652238;;pitch;3
1663;2;180411268;-630836154;1665879136;366652239;;pitch;3
1664;2;180412238;-630837041;1665879136;366652240;;pitch;3
1665;2;180413495;-630835777;1665879136;366652241;;pitch;3
1666;2;180414252;-630834915;1665879136;366652242;;pitch;3
1667;2;180422203;-630837045;1665879136;366653034;;flat;3
1668;2;180318364;-630799834;1665879089;366656398;;flat;1
1669;2;180312540;-630805420;1665879088;366656399;;pitch;3
1670;2;180311632;-630809731;1665879088;366656400;;flat;1
1671;2;180308150;-630813919;1665879088;366656401;;pitch;2
1672;2;180308477;-630818072;1665879088;366656402;;flat;1
1673;2;180305717;-630816116;1665879088;366656404;;flat;1
1674;3;180274130;-630355055;1665879205;367370979;partial;flat;1
1675;2;180295689;-630334078;1665879218;367370980;;flat;5
1676;2;180290462;-630333797;1665879218;367370981;;pitch;3
1677;3;180295755;-630364979;1665879216;367370982;destroyed;flat;6
1678;3;180277583;-630355430;1665879205;367370983;none;flat;1
1679;3;180293058;-630364928;1665879216;367370984;destroyed;flat;1
1680;2;180289154;-630325722;1665879218;367370985;;hipped;2
1681;2;180291980;-630327439;1665879218;367370986;;pitch;2
1682;3;180299544;-630351844;1665879216;367370987;destroyed;flat;1
1683;3;180285927;-630368844;1665879205;367370988;none;pitch;3
1684;2;180295224;-630325748;1665879218;367370990;;flat;3
1685;2;180291011;-630330511;1665879218;367370991;;pitch;3
1686;3;180276306;-630357059;1665879205;367370992;destroyed;flat;1
1687;2;180301490;-630322308;1665879218;367370993;;pitch;3
1688;2;180288709;-630319241;1665879218;367370994;;flat;1
1689;2;180293923;-630330237;1665879218;367370996;;flat;1
1690;3;180294911;-630363430;1665879216;367370997;none;flat;3
1691;3;180273889;-630351986;1665879205;367370998;partial;flat;1
1692;3;180294341;-630359390;1665879216;367370999;significant;hipped;2
1693;4;180279363;-630357033;1665879205;367371000;partial;hipped;1
1694;3;180297152;-630366484;1665879216;367371001;destroyed;pitch;6
1695;3;180299609;-630355369;1665879216;367371002;destroyed;flat;1
1696;2;180296510;-630330719;1665879218;367371003;;hipped;6
1697;3;180270681;-630351763;1665879205;367371004;none;hipped;2
1698;2;180297435;-630325833;1665879218;367371005;;pitch;3
1699;2;180285950;-630320314;1665879207;367371006;;hipped;2
1700;3;180293003;-630366340;1665879216;367371007;partial;pitch;3
1701;3;180298450;-630349690;1665879218;367371008;significant;hipped;2
1702;2;180294579;-630327866;1665879218;367371009;;hipped;3
1703;2;180292378;-630334201;1665879218;367371010;;flat;1
1704;2;180300066;-630322113;1665879218;367371011;;flat;3
1705;3;180298394;-630368030;1665879216;367371013;partial;flat;1
1706;3;180280062;-630360285;1665879205;367371014;destroyed;hipped;3
1707;4;180300090;-630349850;1665879218;367371015;partial;flat;3
1708;4;180294868;-630357095;1665879216;367371016;none;flat;1
1709;3;180332549;-630276081;1665879225;367372148;none;pitch;3
1710;3;180333913;-630263398;1665879225;367372149;none;pitch;3
1711;3;180332002;-630265073;1665879225;367372150;none;pitch;3
1712;3;180329722;-630285099;1665879225;367372151;none;pitch;3
1713;3;180087621;-630416786;1665878490;366771362;significant;hipped;2
1714;2;180301955;-630815845;1665879088;366656405;;flat;1
1715;2;180299610;-630817836;1665879088;366656656;;hipped;2
1716;2;180295461;-630828549;1665879088;366657247;;pitch;3
1717;2;180297282;-630826162;1665879088;366657248;;pitch;5
1718;2;180297560;-630829789;1665879088;366657249;;flat;1
1719;2;180288690;-630832485;1665879088;366657250;;flat;1
1720;2;180299251;-630872046;1665879066;366658462;;hipped;3
1721;2;180315119;-630872474;1665879066;366659875;;unknown;3
1722;2;180319605;-630878592;1665879067;366659876;;pitch;3
1723;3;180221871;-630420965;1665879179;366767276;destroyed;pitch;3
1724;3;180233574;-630408553;1665879182;366767567;destroyed;hipped;4
1725;3;180223377;-630411048;1665879179;366767783;partial;flat;4
1726;3;180209139;-630408254;1665879179;366767785;significant;pitch;2
1727;3;180133255;-630422889;1665878494;366768385;significant;flat;3
1728;4;180133037;-630421996;1665878494;366770416;significant;flat;3
1729;3;180129054;-630402288;1665878516;366770419;none;flat;1
1730;2;180119826;-630383897;1665878513;366770951;;flat;1
1731;2;180124996;-630384276;1665878516;366770952;;pitch;3
1732;2;180125041;-630385898;1665878516;366770953;;hipped;3
1733;2;180119208;-630387431;1665878513;366770954;;hipped;2
1734;2;180117170;-630383553;1665878513;366770955;;hipped;6
1735;2;180122022;-630382952;1665878513;366770956;;hipped;6
1736;1;180121936;-630386599;1665878513;366770957;;;2
1737;2;180122124;-630395075;1665878513;366770958;;pitch;6
1738;2;180125144;-630391707;1665878516;366770960;;flat;3
1739;2;180125531;-630382363;1665878516;366770961;;pitch;3
1740;2;180128774;-630391459;1665878516;366770962;;pitch;3
1741;2;180124973;-630379754;1665878516;366770963;;pitch;3
1742;2;180126098;-630393444;1665878516;366770964;;pitch;3
1743;2;180128480;-630393699;1665878516;366770965;;pitch;3
1744;3;180093836;-630413166;1665878490;366771354;partial;hipped;2
1745;3;180086582;-630412216;1665878490;366771356;significant;hipped;2
1746;3;180093182;-630419690;1665878490;366771357;partial;pitch;2
1747;2;180115471;-630387450;1665878513;366771358;;pitch;2
1748;3;180095725;-630418407;1665878490;366771360;partial;pitch;5
1749;3;180088604;-630420515;1665878490;366771361;unknown;hipped;2
1750;3;180324282;-630266365;1665879225;367372152;none;flat;1
1751;3;180331162;-630280538;1665879225;367372153;partial;pitch;6
1752;3;180327845;-630258443;1665879225;367372154;none;hipped;3
1753;3;180332818;-630258791;1665879225;367372155;none;hipped;2
1754;2;180320219;-630288910;1665879225;367372156;;hipped;3
1755;2;180327552;-630286076;1665879225;367372157;;hipped;3
1756;3;180337381;-630276567;1665879225;367372158;none;hipped;6
1757;3;180325966;-630273598;1665879225;367372159;none;hipped;6
1758;2;180331896;-630301351;1665879219;367372160;;hipped;3
1759;2;180320754;-630307939;1665879219;367372161;;flat;1
1760;2;180329242;-630291947;1665879225;367372162;;hipped;3
1761;3;180328331;-630267109;1665879225;367372163;none;hipped;6
1762;2;180313612;-630305047;1665879218;367372164;;hipped;3
1763;3;180329427;-630259999;1665879225;367372165;partial;hipped;3
1764;3;180334061;-630266833;1665879225;367372166;none;hipped;2
1765;3;180336048;-630268455;1665879225;367372167;partial;pitch;3
1766;1;180310399;-630309597;1665879218;367372172;;;3
1767;3;180357743;-630268600;1665879228;367375055;none;hipped;6
1768;3;180336929;-630252438;1665879225;367375056;none;hipped;2
1769;3;180312404;-630262403;1665879224;367375057;none;hipped;2
1770;3;180347810;-630271391;1665879228;367375058;none;hipped;3
1771;3;180314356;-630254714;1665879224;367375059;none;hipped;3
1772;3;180313370;-630252137;1665879224;367375060;none;hipped;3
1773;3;180356134;-630267818;1665879228;367375061;none;hipped;6
1774;3;180312161;-630253872;1665879224;367375063;none;pitch;3
1775;3;180314220;-630250164;1665879224;367375064;partial;hipped;3
1776;3;180312091;-630258782;1665879224;367375065;partial;pitch;6
1777;3;180316727;-630251119;1665879225;367375066;partial;hipped;3
1778;3;180323567;-630241261;1665879225;367375067;none;hipped;2
1779;3;180336963;-630245653;1665879225;367375068;none;hipped;2
1780;3;180328012;-630242742;1665879225;367375069;none;hipped;2
1781;2;180367509;-630262954;1665879228;367375070;;hipped;3
1782;2;180114804;-630389855;1665878513;366771364;;flat;1
1783;3;180086853;-630420985;1665878490;366771365;partial;hipped;2
1784;3;180090293;-630420553;1665878490;366771366;partial;pitch;6
1785;3;180091415;-630412433;1665878490;366771367;partial;hipped;2
1786;3;180086539;-630418013;1665878490;366771368;partial;hipped;2
1787;3;180093121;-630416040;1665878490;366771369;partial;hipped;2
1788;3;180218958;-630417381;1665879179;366772337;partial;flat;3
1789;3;180209068;-630417035;1665879179;366775005;significant;pitch;3
1790;3;180209822;-630416719;1665879179;366775006;significant;pitch;6
1791;4;180122672;-630410826;1665878491;366776190;none;pitch;3
1792;2;180205553;-630423550;1665879178;366776194;;pitch;3
1793;3;180120018;-630412507;1665878491;366776198;significant;flat;1
1794;3;180122796;-630404717;1665878513;366776201;destroyed;pitch;3
1795;3;180122229;-630409042;1665878491;366776204;destroyed;flat;1
1796;2;180121202;-630391663;1665878513;366777693;;pitch;3
1797;2;180117996;-630390113;1665878513;366777694;;flat;1
1798;2;180122487;-630391730;1665878513;366777695;;flat;1
1799;2;180122479;-630390327;1665878513;366777696;;hipped;3
1800;2;180117160;-630392346;1665878513;366777697;;pitch;3
1801;2;180121483;-630388701;1665878513;366777698;;hipped;3
1802;3;180338583;-630623620;1665879185;366940029;none;flat;1
1803;3;180345828;-630625399;1665879102;366940031;none;flat;1
1804;3;180345189;-630624427;1665879188;366940032;significant;flat;3
1805;3;180342358;-630628338;1665879099;366940033;none;flat;1
1806;3;180342539;-630628749;1665879099;366940034;none;flat;1
1807;3;180342718;-630629153;1665879099;366940035;none;flat;1
1808;3;180346537;-630626726;1665879102;366940036;partial;flat;3
1809;2;180369856;-630232372;1665879230;367375728;;hipped;6
1810;2;180368052;-630236817;1665879230;367375729;;hipped;
1811;2;180381381;-630226981;1665879231;367375730;;flat;1
1812;2;180280087;-630436847;1665879183;367376965;none;;3
1813;2;180373389;-630248003;1665879229;367377275;;hipped;3
1814;2;180370078;-630245867;1665879228;367377276;;hipped;3
1815;3;180347194;-630416188;1665879198;367377381;significant;hipped;3
1816;3;180349950;-630415017;1665879198;367377382;none;flat;1
1817;3;180314690;-630385985;1665879216;367379007;partial;flat;3
1818;2;180403875;-630983078;1665879106;365884229;;pitch;5
1819;2;180403029;-630983388;1665879106;365884230;;flat;3
1820;2;180390738;-630972853;1665879063;365885729;;flat;2
1821;2;180380413;-630956083;1665879063;365887644;;flat;1
1822;2;180352294;-630933309;1665879068;365899230;;pitch;3
1823;2;180351202;-630932832;1665879068;365899233;;pitch;3
1824;2;180349524;-630931757;1665879068;365899235;;flat;2
1825;2;180347671;-630930505;1665879068;365899238;;pitch;3
1826;2;180346052;-630928549;1665879068;365899241;;pitch;3
1827;2;180344386;-630926918;1665879068;365899243;;hipped;2
1828;2;180318173;-630921792;1665879065;365899245;;flat;1
1829;2;180383772;-630959432;1665879063;365909395;;hipped;2
1830;2;180381179;-630956427;1665879063;365909396;;flat;3
1831;2;180380944;-630957810;1665879063;365909397;;flat;1
1832;2;180377887;-630955794;1665879063;365917347;;pitch;3
1833;2;180371363;-630946623;1665879069;365921752;;unknown;4
1834;2;180376069;-630948080;1665879069;365926528;;pitch;1
1835;2;180378963;-630951249;1665879069;365926529;;hipped;6
1836;2;180381492;-630952464;1665879069;365926530;;hipped;2
1837;2;180398553;-630968485;1665879106;365926532;;hipped;6
1838;2;180435108;-631036856;1665879105;365927217;;hipped;3
1839;2;180429361;-631091876;1665877739;365927797;;pitch;3
1840;2;180430371;-631091782;1665877739;365927800;;pitch;3
1841;2;180400429;-631205616;1665877730;365927802;;flat;1
1842;2;180424548;-631068519;1665877738;365931030;;pitch;3
1843;2;180428626;-631104471;1665877739;365931033;;flat;3
1844;2;180430265;-631101823;1665877739;365931034;;flat;3
1845;2;180427993;-631096659;1665877739;365931035;;pitch;3
1846;2;180428346;-631099990;1665877739;365931037;;flat;1
1847;2;180460166;-631126158;1665877740;365932284;;pitch;3
1848;2;180461702;-631124852;1665877740;365932285;;unknown;
1849;2;180380733;-631195993;1665877687;365937828;;flat;3
1850;2;180324211;-630910282;1665879065;366030815;;unknown;2
1851;2;180325689;-630912529;1665879065;366030816;;hipped;6
1852;2;180329737;-630917806;1665879065;366030817;;flat;1
1853;2;180347123;-630943952;1665879068;366031061;;unknown;3
1854;2;180393178;-630968101;1665879063;366033968;;flat;1
1855;2;180398984;-630974292;1665879106;366033969;;flat;1
1856;2;180400755;-630976003;1665879106;366033970;;hipped;6
1857;2;180377460;-630959764;1665879063;365543098;;flat;3
1858;2;180376276;-630961840;1665879063;365543099;;hipped;3
1859;2;180375614;-630960990;1665879063;365543100;;hipped;6
1860;2;180390301;-630960794;1665879063;365543101;;hipped;3
1861;2;180405248;-630980472;1665879106;365543102;;hipped;3
1862;2;180403395;-630992123;1665879106;365543104;;hipped;3
1863;2;180402504;-630993369;1665879106;365543106;;pitch;3
1864;2;180387803;-630971387;1665879063;365628697;;hipped;3
1865;2;180405885;-631052879;1665879104;365628698;;hipped;3
1866;2;180404943;-631050639;1665879104;365628699;;hipped;3
1867;2;180404366;-631048369;1665879104;365628700;;hipped;3
1868;2;180405727;-631047366;1665879104;365628701;;unknown;3
1869;2;180404919;-631046828;1665879104;365628702;;hipped;3
1870;2;180405434;-631045352;1665879104;365628703;;pitch;3
1871;2;180406840;-631042473;1665879104;365628704;;hipped;3
1872;2;180404892;-631043833;1665879104;365628705;;pitch;3
1873;2;180404803;-631042860;1665879104;365628706;;pitch;3
1874;2;180404714;-631041910;1665879104;365628707;;pitch;3
1875;2;180404789;-631041212;1665879104;365628708;;pitch;3
1876;2;180404630;-631040649;1665879104;365628709;;pitch;3
1877;2;180404573;-631040037;1665879104;365628710;;pitch;3
1878;2;180404522;-631039494;1665879104;365628711;;pitch;3
1879;2;180404473;-631038948;1665879104;365628712;;pitch;3
1880;2;180404483;-631038270;1665879104;365628713;;pitch;3
1881;2;180405368;-631035562;1665879104;365628714;;flat;1
1882;2;180404331;-631034031;1665879104;365628715;;pitch;3
1883;2;180407042;-631032828;1665879104;365628716;;pitch;3
1884;2;180404669;-631021917;1665879104;365628717;;flat;3
1885;2;180408287;-631020590;1665879104;365628718;;hipped;3
1886;2;180408037;-631022691;1665879104;365628719;;pitch;3
1887;2;180406406;-631023603;1665879104;365628720;;flat;3
1888;2;180411023;-631024745;1665879104;365628722;;hipped;3
1889;2;180411286;-631023753;1665879104;365628723;;flat;3
1890;2;180411785;-631020847;1665879104;365628724;;flat;3
1891;2;180401662;-631014091;1665879104;365628725;;flat;1
1892;2;180401187;-631010724;1665879104;365628726;;flat;1
1893;2;180409794;-631002033;1665879106;365628728;;flat;3
1894;3;180314737;-630269545;1665879224;367375071;none;pitch;6
1895;3;180320020;-630238457;1665879227;367375072;none;hipped;2
1896;3;180332403;-630244532;1665879225;367375073;none;hipped;2
1897;3;180361286;-630265976;1665879228;367375074;none;flat;3
1898;2;180369841;-630261790;1665879228;367375585;;hipped;2
1899;2;180374335;-630253886;1665879229;367375586;;pitch;3
1900;2;180380713;-630270842;1665879229;367375587;;flat;3
1901;2;180374306;-630280139;1665879229;367375588;;hipped;2
1902;2;180373995;-630262853;1665879229;367375589;;pitch;3
1903;2;180375141;-630284683;1665879229;367375590;;hipped;2
1904;2;180368395;-630282019;1665879228;367375591;;pitch;3
1905;2;180372422;-630282125;1665879229;367375594;;pitch;3
1906;2;180376821;-630271264;1665879229;367375595;;hipped;6
