node_id;max_version;latitude;longitude;tile;osm_id;damage;roof;material
162;2;180430136;-631184859;1665877731;167823281;;pitch;3
163;3;180504910;-631270022;1665877733;167823852;none;hipped;3
164;2;180421648;-631082530;1665877738;167978099;;pitch;3
165;2;180413857;-631180128;1665877730;167978174;;pitch;3
166;3;180518450;-631277194;1665877744;261385205;none;flat;4
167;3;180523232;-631280551;1665877744;261385206;none;flat;1
168;3;180511700;-631291153;1665877722;261385207;none;flat;1
169;2;180295195;-630946399;1665879064;261408692;;pitch;3
170;2;180306535;-630934257;1665879064;261408693;significant;pitch;3
171;1;180299159;-630945156;1665879064;261408697;;;4
172;2;180291357;-630932363;1665879064;261408702;partial;hipped;3
173;2;180287941;-630959264;1665879047;261408703;;pitch;5
174;2;180278003;-630940576;1665879053;261408704;none;flat;1
175;2;180318057;-630929111;1665879065;261408707;;hipped;3
176;2;180309366;-630942007;1665879064;261408708;none;flat;1
177;2;180314836;-630923684;1665879064;261408709;;hipped;3
178;2;180286190;-630946963;1665879053;261408713;;flat;1
179;2;180291971;-630946013;1665879064;261408714;;flat;1
180;2;180319995;-630926590;1665879065;261408717;;flat;3
181;2;180298970;-630959040;1665879058;261408718;;hipped;2
182;2;180291805;-630940365;1665879064;261408719;none;pitch;3
183;2;180277710;-630945551;1665879053;261408722;;hipped;2
184;2;180321932;-630920762;1665879065;261408725;;flat;1
185;2;180304103;-630954094;1665879064;261408727;;flat;3
186;2;180294500;-630933649;1665879064;261408729;partial;pitch;3
187;2;180299673;-630930704;1665879064;261408731;unknown;flat;4
188;2;180295715;-630939952;1665879064;261408732;partial;pitch;3
189;2;180303098;-630931213;1665879064;261408735;destroyed;pitch;3
190;2;180290206;-630953678;1665879064;261408737;;pitch;6
191;2;180299292;-630934400;1665879064;261408738;none;pitch;3
192;2;180294713;-630944055;1665879064;261408741;none;hipped;2
193;2;180335477;-630924438;1665879065;261408742;;hipped;3
194;2;180319732;-630910207;1665879065;261408744;;hipped;5
195;2;180299899;-630950571;1665879064;261408747;;pitch;6
196;1;180310000;-630936060;1665879064;261408748;;;1
197;1;180239506;-630565279;1665879174;261368951;;;3
198;1;180238645;-630561073;1665879174;261368953;;;1
199;3;180364558;-630537583;1665879190;261368954;partial;pitch;3
200;3;180293689;-630554370;1665879186;261368955;significant;hipped;3
201;3;180356919;-630554321;1665879190;261368956;none;flat;1
202;3;180333816;-630560765;1665879187;261368957;none;pitch;3
203;3;180358953;-630550927;1665879190;261368958;none;flat;1
204;4;180364964;-630542045;1665879190;261368959;none;pitch;1
205;3;180332136;-630605072;1665879185;261368962;none;pitch;3
206;3;180354359;-630558133;1665879190;261368963;none;hipped;3
207;3;180310295;-630559945;1665879186;261368964;none;hipped;6
208;3;180348235;-630599753;1665879188;261368965;none;pitch;3
209;3;180335493;-630566558;1665879187;261368966;none;flat;1
210;3;180366519;-630538007;1665879190;261368967;none;pitch;3
211;3;180364320;-630542680;1665879190;261368971;partial;pitch;1
212;3;180359767;-630549316;1665879190;261368974;none;flat;1
213;4;180327651;-630562425;1665879187;261368975;significant;pitch;5
214;1;180227188;-630574706;1665879169;261368976;;;3
215;1;180223980;-630579429;1665879169;261368981;;;2
216;3;180345255;-630598194;1665879188;261368983;none;pitch;3
217;1;180236672;-630571072;1665879172;261368985;;;3
218;4;180365917;-630540248;1665879190;261368986;none;flat;1
219;3;180246739;-630499525;1665879180;261368988;significant;hipped;3
220;3;180325645;-630561875;1665879187;261368989;none;pitch;3
221;3;180362139;-630546323;1665879190;261368990;none;flat;3
222;3;180232054;-630452399;1665879179;261368991;none;pitch;2
223;3;180298700;-630568017;1665879186;261368992;unknown;hipped;4
224;3;180320257;-630563779;1665879187;261368994;none;pitch;3
225;3;180368257;-630536440;1665879190;261368995;partial;unknown;1
226;3;180338430;-630564503;1665879187;261368998;partial;pitch;5
227;3;180233136;-630457436;1665879179;261368999;destroyed;hipped;2
228;3;180363377;-630544393;1665879190;261369000;none;hipped;2
229;3;180217571;-630421098;1665879179;261373921;none;hipped;2
230;3;180227394;-630445307;1665879179;261373928;none;hipped;5
231;3;180211963;-630419714;1665879179;261373934;partial;flat;3
232;2;180425288;-631106540;1665877738;167978331;;flat;3
233;2;180424459;-631102444;1665877738;167978332;;pitch;3
234;2;180205002;-630411097;1665879178;338579537;;hipped;2
235;2;180360075;-630952215;1665879068;167985211;;flat;3
236;4;180284953;-630463153;1665879181;338579538;none;flat;1
237;3;180281732;-630471479;1665879181;338579539;none;hipped;3
238;2;180365852;-630902949;1665879068;168209402;;flat;1
239;3;180281965;-630366710;1665879205;338581738;none;hipped;6
240;2;180348328;-630941720;1665879068;168210157;;hipped;3
241;3;180270331;-630397044;1665879205;338581739;unknown;hipped;3
242;2;180431592;-631020756;1665879105;168210629;;hipped;2
243;2;180378131;-631153841;1665877693;168215009;;pitch;3
244;3;180276589;-630388481;1665879205;338581740;none;hipped;2
245;2;180381207;-631150695;1665877693;168215010;;pitch;3
246;2;180480465;-630178360;1665879620;168258059;;flat;4
247;3;180280014;-630371395;1665879205;338581741;none;hipped;6
248;2;180399854;-630986965;1665879106;176329531;;flat;3
249;2;180425013;-631070070;1665877738;176329532;;flat;1
250;3;180273926;-630360448;1665879205;338581742;none;hipped;3
251;2;180388377;-630982859;1665879063;176329583;;pitch;3
252;4;180288698;-630366105;1665879216;338581743;none;flat;3
253;3;180278888;-630367839;1665879205;338581745;none;hipped;6
254;2;180430234;-631176263;1665877731;176329772;;hipped;2
255;2;180401385;-630976626;1665879106;177027181;;hipped;2
256;3;180272030;-630398093;1665879205;338581746;unknown;pitch;3
257;1;180336393;-630905463;1665879065;177813994;;;2
258;3;180291796;-630700505;1665879096;344072606;none;hipped;3
259;1;180339803;-630906798;1665879065;177813998;;;6
260;2;180198213;-630426126;1665879178;351100875;;pitch;2
261;2;180333109;-630904552;1665879065;177814005;;pitch;2
262;2;180198933;-630429734;1665879178;351100876;;pitch;3
263;2;180356736;-630937674;1665879068;177883124;;hipped;6
264;4;180145573;-630437561;1665878494;351100878;none;pitch;3
265;3;180245015;-630475168;1665879180;261373936;partial;pitch;1
266;3;180216441;-630403681;1665879201;261373942;none;flat;1
267;3;180238653;-630457082;1665879182;261373945;none;hipped;2
268;2;180135484;-630382656;1665878516;261373946;;pitch;3
269;2;180132628;-630393648;1665878516;261373949;;pitch;3
270;2;180421075;-631206363;1665877730;261373957;;flat;1
271;3;180122417;-630400110;1665878513;261373960;partial;flat;3
272;3;180228721;-630444296;1665879179;261373970;none;flat;1
273;2;180435526;-631204079;1665877731;261373973;;hipped;2
274;3;180215954;-630407980;1665879179;261373975;none;flat;1
275;2;180133186;-630389587;1665878516;261373977;;flat;3
276;3;180223208;-630434923;1665879179;261373979;partial;flat;1
277;2;180437094;-631202195;1665877731;261373981;;flat;3
278;3;180104104;-630417812;1665878491;261373984;partial;hipped;3
279;3;180129359;-630406636;1665878494;261373990;destroyed;pitch;3
280;3;180218737;-630408754;1665879179;261373995;none;flat;1
281;2;180179550;-630435129;1665879178;261373999;;pitch;3
282;2;180424838;-631190210;1665877730;261374002;;flat;1
283;2;180136957;-630384912;1665878516;261374006;;flat;1
284;2;180419590;-631194027;1665877730;261374014;;flat;3
285;3;180229890;-630446932;1665879179;261374015;significant;flat;3
286;2;180430218;-631194220;1665877731;261374017;;hipped;5
287;3;180120660;-630416940;1665878491;261374024;significant;pitch;3
288;3;180226303;-630443928;1665879179;261374025;none;pitch;2
289;3;180222528;-630438725;1665879179;261374027;significant;hipped;2
290;2;180196775;-630424080;1665879178;261374033;;hipped;2
291;2;180138891;-630382656;1665878516;261374040;;pitch;3
292;2;180423275;-631200652;1665877730;261374042;;hipped;6
293;2;180473040;-630178969;1665879620;261379973;;flat;1
294;4;180146282;-630435136;1665878494;351100881;none;hipped;6
295;4;180142953;-630443862;1665878494;351100883;none;hipped;6
296;2;180196373;-630425631;1665879178;351100884;;hipped;3
297;2;180197413;-630418348;1665879178;351100885;;pitch;3
298;2;180194045;-630419319;1665879178;351100886;;pitch;3
299;2;180204077;-630428322;1665879178;351100887;;hipped;2
300;3;180207241;-630430416;1665879179;351100890;none;hipped;6
301;2;180192552;-630418294;1665879178;351100891;;flat;3
302;4;180142022;-630440746;1665878494;351100893;none;pitch;3
303;4;180137180;-630442684;1665878494;351100895;none;hipped;2
304;3;180527533;-631332570;1665877722;351100898;none;hipped;2
305;2;180190535;-630419047;1665879178;351100899;;flat;3
306;2;180203031;-630420830;1665879178;351100901;;flat;4
307;4;180135831;-630443938;1665878494;351100903;none;hipped;6
308;4;180140470;-630439193;1665878494;351100905;none;hipped;6
309;2;180195840;-630416462;1665879178;351100906;;flat;1
310;3;180205462;-630419115;1665879178;351100907;significant;flat;1
311;4;180137231;-630439204;1665878494;351100909;none;hipped;2
312;4;180134369;-630442907;1665878494;351100910;none;hipped;2
313;2;180200048;-630426803;1665879178;351100911;;hipped;2
314;2;180200323;-630427980;1665879178;351100912;;hipped;2
315;2;180193248;-630422949;1665879178;351100913;;flat;6
316;2;180433203;-631019545;1665879105;351124800;;pitch;3
317;2;180427849;-631037234;1665879105;351124801;;flat;3
318;2;180433101;-631017941;1665879105;351124802;;flat;1
319;2;180367848;-630944232;1665879068;351124803;;hipped;2
320;2;180358262;-630950101;1665879068;351124807;;pitch;3
321;2;180433186;-631021998;1665879105;351124808;;pitch;2
322;2;180367184;-630942215;1665879068;351124809;;hipped;3
323;2;180369092;-630942754;1665879068;351124810;;hipped;6
324;2;180434570;-631005115;1665879107;351124811;;flat;3
325;2;180368515;-630939318;1665879068;351124816;;unknown;3
326;2;180364245;-630942245;1665879068;351124817;;pitch;3
327;2;180435596;-631016820;1665879105;351124818;;pitch;3
328;2;180362099;-630944892;1665879068;351124819;;flat;1
329;2;180397260;-630966789;1665879063;351124820;;flat;5
330;2;180372902;-630952330;1665879069;351174293;;flat;1
331;2;180369032;-630949063;1665879068;351174295;;hipped;5
332;2;180374380;-630945929;1665879069;351174297;;flat;3
333;3;180271014;-630437876;1665879183;181440090;none;pitch;3
334;3;180270715;-630451705;1665879183;181440092;none;hipped;3
335;2;180364193;-630946055;1665879068;181443006;;flat;1
336;3;180459451;-630669257;1665879150;184238559;none;hipped;6
337;3;180261082;-630504774;1665879181;184612367;partial;flat;1
338;3;180258983;-630487761;1665879180;184612373;none;pitch;3
339;3;180222716;-630429594;1665879179;362827297;none;hipped;6
340;3;180240183;-630414576;1665879182;362827298;none;pitch;3
341;3;180229017;-630421106;1665879179;362827299;none;flat;3
342;3;180214469;-630423690;1665879179;362827301;none;hipped;3
343;3;180230580;-630439812;1665879179;362827302;destroyed;hipped;3
344;3;180222698;-630426109;1665879179;362827304;none;hipped;3
345;3;180213417;-630423999;1665879179;362827305;none;hipped;3
346;3;180226031;-630424974;1665879179;362827306;none;flat;1
347;3;180225847;-630428588;1665879179;362827307;none;flat;1
348;3;180231425;-630439365;1665879179;362827308;destroyed;hipped;2
349;3;180220485;-630420988;1665879179;362827309;partial;flat;1
350;3;180229717;-630435515;1665879179;362827310;none;hipped;3
351;3;180233925;-630438475;1665879182;362827329;destroyed;flat;1
352;3;180232159;-630419633;1665879179;362827332;significant;pitch;3
353;3;180215890;-630429305;1665879179;362827333;partial;flat;1
354;3;180224059;-630436127;1665879179;362827334;partial;flat;5
355;2;180230443;-630441510;1665879179;362827335;destroyed;;3
356;3;180229227;-630416317;1665879179;362827336;partial;flat;3
357;3;180211980;-630426621;1665879179;362827337;destroyed;hipped;3
358;3;180223422;-630421257;1665879179;362827338;none;flat;1
359;3;180230563;-630436542;1665879179;362827339;none;hipped;3
360;3;180230499;-630420226;1665879179;362827340;none;hipped;6
361;3;180231564;-630436521;1665879179;362827341;partial;hipped;3
362;3;180239024;-630411437;1665879182;362827343;none;hipped;3
363;3;180226983;-630432076;1665879179;362827344;partial;hipped;2
364;3;180228051;-630436479;1665879179;362827346;significant;pitch;2
365;3;180229268;-630430984;1665879179;362827347;partial;flat;1
366;3;180217634;-630430245;1665879179;362827348;destroyed;hipped;3
367;3;180233643;-630423206;1665879182;362828726;partial;flat;1
368;3;180231615;-630424569;1665879179;362828727;none;hipped;3
369;3;180230195;-630425865;1665879179;362828728;none;flat;1
370;3;180262546;-630515597;1665879175;265143005;significant;pitch;3
371;3;180304741;-630556410;1665879186;277745266;partial;pitch;3
372;3;180306533;-630559309;1665879186;277745267;partial;pitch;3
373;3;180330981;-630570159;1665879185;277745268;none;flat;1
374;1;180177561;-630598157;1665878485;293802819;;;2
375;1;180178649;-630594581;1665879168;293802820;;;2
376;1;180175114;-630596518;1665878485;293802821;;;2
377;1;180161507;-630588962;1665878485;293802822;;;2
378;1;180159291;-630593980;1665878485;293802823;;;2
379;1;180157007;-630592453;1665878485;293802824;;;2
380;1;180177175;-630594295;1665878485;293802825;;;2
381;1;180175711;-630594120;1665878485;293802826;;;2
382;1;180173724;-630593914;1665878485;293802827;;;2
383;1;180171580;-630593475;1665878485;293802828;;;2
384;1;180169756;-630592540;1665878485;293802829;;;2
385;1;180167353;-630591839;1665878485;293802830;;;2
386;1;180165165;-630591090;1665878485;293802831;;;2
387;1;180163396;-630590019;1665878485;293802832;;;2
388;1;180168558;-630595823;1665878485;293802834;;;2
389;1;180166171;-630597472;1665878485;293802835;;;2
390;1;180512239;-630172816;1665879632;261379982;;;1
391;3;180220758;-630427446;1665879179;362827259;none;hipped;2
392;2;180437781;-631198011;1665877731;261374044;;flat;3
393;2;180419918;-631201108;1665877730;261374047;;hipped;3
394;2;180198903;-630423044;1665879178;261374054;;pitch;3
395;3;180224798;-630442749;1665879179;261374055;none;hipped;2
396;3;180114675;-630423119;1665878491;261374056;none;flat;1
397;3;180182394;-630378725;1665879200;261374066;unknown;pitch;2
398;2;180443777;-631144656;1665877737;261374070;;hipped;2
399;3;180220016;-630433407;1665879179;261374078;destroyed;hipped;6
400;2;180420721;-631217615;1665877730;261374080;;hipped;3
401;4;180118425;-630419295;1665878491;261374082;none;flat;3
402;2;180169144;-630399896;1665878517;261374092;;flat;3
403;3;180221656;-630432494;1665879179;261374096;none;hipped;3
404;2;180410793;-631216232;1665877730;261374108;;pitch;3
405;2;180139622;-630380232;1665878516;261374117;;pitch;3
406;2;180425679;-631208599;1665877730;261374118;;flat;1
407;2;180127873;-630368601;1665878516;261374120;;pitch;2
408;3;180230358;-630445127;1665879179;261374123;none;hipped;4
409;2;180128872;-630371248;1665878516;261374124;;pitch;2
410;2;180135638;-630380504;1665878516;261374125;;hipped;2
411;2;180423075;-631198001;1665877730;261374153;;hipped;6
412;2;180134232;-630384819;1665878516;261374155;;pitch;3
413;2;180466761;-630175123;1665879620;261379937;;flat;1
414;2;180527778;-630167493;1665879632;261379942;;flat;6
415;2;180526704;-630167601;1665879632;261379943;;flat;6
416;1;180511822;-630171159;1665879632;261379944;;;1
417;2;180462633;-630165652;1665879620;261379953;;hipped;6
418;2;180470678;-630182525;1665879620;261379954;;flat;1
419;2;180528685;-630174161;1665879632;261379964;;flat;1
420;2;180467869;-630171445;1665879620;261379965;;flat;1
421;1;180515986;-630172491;1665879632;261379970;;;1
422;2;180520172;-630171191;1665879632;261379972;;flat;1
423;1;180164055;-630600188;1665878485;293802836;;;2
424;1;180163034;-630597450;1665878485;293802837;;;2
425;1;180207928;-630596196;1665879169;293802843;;;3
426;1;180183548;-630601538;1665879168;293802844;;;1
427;1;180190099;-630606865;1665879168;293802845;;;1
428;1;180179201;-630600226;1665879168;293802846;;;6
429;1;180164810;-630595863;1665878485;293802847;;;2
430;1;180191086;-630617133;1665879168;293802848;;;1
431;1;180189864;-630612112;1665879168;293802849;;;3
432;3;180274330;-630651285;1665879087;297645419;none;hipped;6
433;2;180280886;-630959641;1665879047;305768172;;pitch;3
434;2;180289593;-630959502;1665879058;305769443;;hipped;3
435;1;180285012;-630955495;1665879047;305772956;;;3
436;2;180129877;-630385386;1665878516;308488025;;flat;1
437;2;180318593;-630929617;1665879065;311782148;;hipped;3
438;2;180529693;-630167272;1665879632;321549144;;flat;6
439;2;180499452;-630176196;1665879621;321549145;;flat;3
440;2;180509836;-630177608;1665879632;321549146;;hipped;6
441;2;180489844;-630182769;1665879621;321549148;;pitch;3
442;2;180491653;-630191870;1665879279;321549151;;hipped;6
443;2;180490610;-630181643;1665879621;321549152;;hipped;2
444;2;180503845;-630177035;1665879621;321549154;;pitch;3
445;2;180488952;-630196281;1665879279;321549155;;hipped;2
446;3;180206456;-630413523;1665879179;338579536;none;hipped;2
447;3;180255371;-630482051;1665879180;362865354;none;hipped;3
448;2;180505226;-630176770;1665879621;321549156;;pitch;3
449;2;180524806;-630158615;1665879632;321549158;;flat;1
450;2;180525762;-630159551;1665879632;321549160;;flat;1
451;2;180501380;-630175207;1665879621;321549161;;flat;3
452;2;180485143;-630195271;1665879279;321549164;;hipped;2
453;2;180509666;-630178710;1665879632;321549165;;hipped;3
454;2;180489844;-630181058;1665879621;321549166;;hipped;3
455;2;180511100;-630177919;1665879632;321549167;;hipped;3
456;2;180491317;-630180629;1665879621;321549169;;hipped;3
457;3;180341661;-630418806;1665879195;338579502;partial;pitch;3
458;3;180283063;-630454621;1665879183;338579503;none;hipped;3
459;3;180345889;-630430002;1665879198;338579504;partial;pitch;3
460;3;180271925;-630461120;1665879181;338579505;none;hipped;3
461;3;180420933;-630605368;1665879232;338579506;none;pitch;3
462;2;180203781;-630424982;1665879178;338579507;;hipped;6
463;2;180230991;-630798209;1665879073;338579508;;pitch;3
464;3;180362309;-630436692;1665879198;338579509;none;pitch;3
465;3;180438463;-630643115;1665879147;338579510;none;hipped;3
466;3;180251336;-630397956;1665879204;338579511;none;hipped;2
467;3;180320097;-630394353;1665879217;338579513;significant;flat;3
468;4;180285402;-630469312;1665879181;338579514;destroyed;pitch;3
469;2;180232847;-630801876;1665879073;338579515;;flat;1
470;3;180435023;-630643748;1665879147;338579516;none;hipped;3
471;3;180326567;-630386107;1665879217;338579517;none;flat;1
472;3;180338778;-630420814;1665879195;338579519;significant;hipped;2
473;3;180285198;-630465739;1665879181;338579520;partial;flat;1
474;3;180282952;-630458239;1665879183;338579521;none;pitch;3
475;2;180233717;-630803659;1665879076;338579522;;flat;3
476;3;180441037;-630642460;1665879147;338579523;none;hipped;3
477;4;180289263;-630462362;1665879192;338579524;destroyed;flat;3
478;3;180410732;-630625288;1665879146;338579528;partial;pitch;3
